borrower_id
431819
431075
425053
425054
425056
430685
420752
431078
430070
410908
410909
429571
414264
410900
410906
418551
435000
410905
424459
428344
428343
422889
424452
415990
428349
435488
431525
423134
431255
423138
409465
413453
425979
413457
420332
436452
436454
436455
436456
413921
412989
413923
413922
428126
421428
428124
413929
427835
425987
425984
425985
414260
425697
435555
424127
424125
408021
420246
410009
420245
431499
431498
420241
431496
409007
420249
409399
421081
430700
431658
431656
409392
409394
427909
424637
413857
427903
413851
413850
433216
433211
429746
418810
429741
433210
423049
409642
409641
421089
423040
423047
410178
409486
421501
426986
418353
415993
422668
422669
432289
426348
418109
421506
418106
418104
427699
422408
427169
426186
426185
418961
429698
429699
419561
432353
432352
429697
411756
430128
431126
417070
420377
414920
414921
414922
414923
414924
421507
414926
432916
414928
415430
419964
418582
420052
428835
428830
419694
419696
410596
410592
419361
432756
414857
414850
414851
414852
425574
414858
410752
432758
433087
433080
433082
433083
432626
432625
433088
432620
423852
423850
423857
421218
421217
421214
421213
426568
412187
429239
435804
432133
419189
435839
432134
435836
416744
435833
433406
420238
418190
433669
433886
433880
416874
413101
413100
429353
429351
413104
413109
413108
434162
434163
429359
429358
417341
417340
419981
417347
412450
415335
421326
420338
433714
433243
431319
433246
411367
433245
430844
416561
416566
411244
416565
414582
416236
425593
435167
414585
425592
417165
417164
412530
412095
430286
434702
430289
420330
421037
421030
413077
420336
413074
421038
435767
416366
417769
417767
417765
417763
417760
421223
428123
435755
420741
428121
434016
418469
425989
435019
430069
430068
430067
430066
425867
435542
410917
430060
425195
412825
409814
425199
422894
428338
428339
415987
415986
427834
435494
425469
429825
424482
424483
423108
429820
424339
423104
423100
429828
436448
420329
410352
413468
410355
432429
420323
420322
420327
432837
425993
425992
428480
413911
413913
431820
431397
431394
431823
425684
428244
425686
428242
419723
428240
428241
427221
433777
427228
424227
420923
420254
420257
420256
432423
411533
424933
420258
430710
430713
428799
413861
423075
418808
423073
418802
418800
418807
423079
418773
423676
424805
424806
424807
427358
423671
404187
431537
420819
411080
420813
420810
413482
411082
413481
418118
423349
418111
418115
418116
427179
433185
411745
411742
433184
427170
426175
409443
415228
429683
428314
435224
414281
424981
417336
420930
434955
420243
419228
432381
421513
432384
432387
419733
432926
432435
418609
432430
419735
429537
422300
422302
422095
409096
426080
426081
426084
420248
432724
414844
419427
419356
424902
419423
415536
419421
432658
425413
433097
413269
432656
421208
423847
421842
429227
421681
415406
421682
415400
415150
416757
416750
435296
416174
433898
417480
433890
417487
414669
420926
429321
434175
434177
403078
434573
416570
416573
417575
416575
416577
416576
414593
413047
435154
430475
433828
433829
434713
424639
412914
421021
421020
404442
421029
413004
435712
417718
435716
435715
416379
435719
417020
410926
410927
432948
425030
420004
425525
420006
430013
435022
422997
434009
409801
428323
428322
428325
434392
428328
414445
430381
419799
425458
430883
418816
420314
423119
423118
424498
423112
420055
423114
435445
431709
431708
420482
413473
420489
413475
418371
409135
415883
413678
430490
413907
409137
430499
431382
431389
424927
431976
426621
428471
420260
420261
411521
431052
418180
431637
413878
428078
412876
412878
418748
423062
423060
408755
418292
418297
424812
424810
423661
424815
422240
414128
433010
414122
420861
434812
414126
422645
433014
409520
418903
422420
427148
414874
413081
430116
436336
409758
436362
419504
431051
410601
410600
415235
418763
421648
430110
419729
424471
412298
432428
418637
432424
412296
422665
414946
431908
414944
414945
426309
415096
411088
415090
411084
411085
412052
411081
415099
426098
429783
429785
427546
421657
416966
426090
428530
418127
418120
419438
419434
419437
418129
432510
413274
433068
419598
433061
421233
423870
421235
433463
433460
408405
412007
420070
411392
418102
415146
415417
415142
416760
416143
416145
417490
421304
412475
412637
421655
412470
421651
434491
416544
412277
411266
416547
416541
416542
426069
416548
415278
426430
413885
410373
417568
417564
434546
434541
422560
434724
434725
434726
417409
433112
433113
434723
430462
430461
408218
409740
433118
434148
433288
421011
421013
421014
421016
413014
