craig56111045,40.6528762 -73.959494
merola8318,41.87194 12.56738
derek3732,51.5073346 -0.1276831
michellef,37.7749295 -122.4194155
kaisa1859,37.7749295 -122.4194155
ellen7170,38.8951118 -77.0363658
sool,59.32893 18.06491
Rockbondensbank,59.32893 18.06491
andrea7512,41.9015141 12.4607737
paul92175994,36.778261 -119.4179324
bridget5394,41.8781136 -87.6297982
tony1489,40.7143528 -74.0059731
ariel8729,40.7143528 -74.0059731
mari7468,37.7749295 -122.4194155
david39303014,29.5688411 -97.9647269
scottleibrand,47.9789848 -122.2020794
egp,25.0865151 -80.4472802
wayne6122,40.1573169 -76.3069014
vic5854,26.3586885 -80.0830984
debbie7978,-25.274398 133.775136
michelle4168,41.8781136 -87.6297982
adobtan,40.7143528 -74.0059731
lindsaycarlson,34.0522342 -118.2436849
daniel5450,33.952602 -84.5499327
robert2054,41.8781136 -87.6297982
jaclyn5388,40.7143528 -74.0059731
rick8888, 
ben16243608,50.7753455 6.0838868
Lapet,37.09024 -95.712891
lori1101,32.2217429 -110.926479
franciscomendes,38.7238273 -9.13977
leslie5237,37.09024 -95.712891
chichi6888,38.6270025 -90.1994042
genekeenan,37.7749295 -122.4194155
Ravi9208,37.7141454 -122.25
helen54527860,-25.274398 133.775136
dani8854,43.653226 -79.3831843
annette6757,53.5510846 9.9936818
emma5382,43.653226 -79.3831843
nidhi4786,37.7749295 -122.4194155
dorothy7799,52.1343699 -106.647656
harry1150,37.09024 -95.712891
susan44087514,37.09024 -95.712891
paul3532,43.653226 -79.3831843
brett5260,33.7489954 -84.3879824
bonalee,1.352083 103.819836
gary2315,37.09024 -95.712891
karen1525,47.6062095 -122.3320708
aquinas6391,34.0522342 -118.2436849
deborah9701,37.7749295 -122.4194155
andyandcarrie,39.737567 -104.9847179
rebecca5599,30.4521351 -91.2101081
kristen3862,40.7143528 -74.0059731
shiri3588,37.09024 -95.712891
janet8151,34.0522342 -118.2436849
david34969520,38.9949153 -77.0772052
joe2798,33.4941704 -111.9260519
patsy8869,34.0522342 -118.2436849
tina5187,37.09024 -95.712891
david2596,41.8781136 -87.6297982
belinda5028,37.09024 -95.712891
judith3597,42.3736158 -71.1097335
david3608,41.8781136 -87.6297982
stephanie6348,56.130366 -106.346771
maya9588,40.7143528 -74.0059731
roxanne8206,56.130366 -106.346771
frank35587821,50.8503396 4.3517103
twain7108,34.0522342 -118.2436849
matti3519,59.32893 18.06491
thomas5245,51.165691 10.451526
james1323,37.09024 -95.712891
rory4337,-36.8484597 174.7633315
samroc3412,-36.8484597 174.7633315
artur8328,51.7592485 19.4559833
konrad6936,51.7592485 19.4559833
chris3133,51.5073346 -0.1276831
pam5953,32.2217429 -110.926479
fleur6754,56.130366 -106.346771
kari8453,44.983334 -93.26667
JonathanEarl,40.0149856 -105.2705456
kim15214233,37.09024 -95.712891
Spicey,51.165691 10.451526
ulrike5921,41.2523634 -95.9979883
kristin7155,44.983334 -93.26667
magnus1286,59.9138688 10.7522454
cynthia4985,43.653226 -79.3831843
miyo6867,36.204824 138.252924
trevor4349,49.1665898 -123.133569
kezia6665,-0.789275 113.921327
floyd3669,44.2311717 -76.4859544
sally5828,43.653226 -79.3831843
kenneth6450,37.09024 -95.712891
court5037,37.09024 -95.712891
mark8056,37.09024 -95.712891
joseph3213,44.3780902 -79.7016159
jean1028,-32.0927293 115.8407007
wim6595,47.6062095 -122.3320708
richard2338,51.5073346 -0.1276831
robin8222,43.653226 -79.3831843
maeve1607,43.6204946 -79.5131983
caro3208,43.653226 -79.3831843
nina7355,38.8951118 -77.0363658
ellen3980,-27.4709331 153.0235024
linda2265,17.2513889 -88.7669444
sarah59987221,33.7489954 -84.3879824
pyttroll,45.5086699 -73.5539925
jesse8288,41.8781136 -87.6297982
jo6827,43.653226 -79.3831843
daniel8152,38.8951118 -77.0363658
jake4126,43.653226 -79.3831843
annemarie1926,41.8781136 -87.6297982
steve7165,-37.8136111 144.9630556
cartridgeworldsf,37.7749295 -122.4194155
mona3491,61.92411 25.748151
matthew8829,52.205337 0.121817
rob2730,47.6062095 -122.3320708
ayla5440,36.9741171 -122.0307963
omnidant,40.0149856 -105.2705456
jambery,37.7749295 -122.4194155
rebecca5892,37.09024 -95.712891
michael6148,35.79154 -78.7811169
shannon9359,-25.274398 133.775136
tessa3129,38.8951118 -77.0363658
stacy8849,37.7749295 -122.4194155
jeanne9966,48.4284207 -123.3656444
jenna1321,-25.274398 133.775136
debbie2348,27.950575 -82.4571776
ching6062,4.210484 101.975766
martinvanelp,51.924216 4.481776
dan98918526,32.7153292 -117.1572551
wakibi,52.3702157 4.8951679
shermeen2271,55.378051 -3.435973
aleecat,47.6062095 -122.3320708
robbie57794812,30.267153 -97.7430608
rich5730,45.4215296 -75.6971931
sue5958,45.226422 -75.686355
chris5139,47.6062095 -122.3320708
jena2008, 
ville9245,60.1665856 24.9435553
ivar1674,59.9138688 10.7522454
hazel4113,47.6062095 -122.3320708
julie2699,37.09024 -95.712891
simone7621,37.09024 -95.712891
roche1387,56.130366 -106.346771
afdesign,37.09024 -95.712891
guphy6952,38.5815719 -121.4943996
duca4680, 
john4289,30.267153 -97.7430608
claire3277,-36.8484597 174.7633315
brigette8728,37.09024 -95.712891
zarzar7568,-27.4709331 153.0235024
rita7340,-36.8484597 174.7633315
julia8442,43.653226 -79.3831843
rodin8858,51.5073346 -0.1276831
pasquale1753,37.09024 -95.712891
manuel9234,-33.4477826 -70.6666065
jennifer8261,40.7143528 -74.0059731
angela8525,1.2800945 103.8509491
arbuckle,45.4215296 -75.6971931
gina9686,-31.9528536 115.8573389
trent4469,37.09024 -95.712891
ontier4425,45.5234515 -122.6762071
johnjoyce2338,37.09024 -95.712891
debbie1040,43.653226 -79.3831843
beth6243,29.7601927 -95.3693896
elina7421,60.1665856 24.9435553
babubhai6520,35.79154 -78.7811169
robin9777,43.653226 -79.3831843
kathryn7224,37.09024 -95.712891
kristin2676,43.8561002 -79.3370188
anthony3856,40.7143528 -74.0059731
srihari2362,37.09024 -95.712891
kim2799,40.7143528 -74.0059731
ala4779,37.09024 -95.712891
jeanene5460,-27.4709331 153.0235024
rex1073,40.7607793 -111.8910474
christopher5033,40.7143528 -74.0059731
ckiv5648,29.7601927 -95.3693896
janet7377,-25.274398 133.775136
jota3706,22.2478599 114.2033843
frankali,37.09024 -95.712891
judy9485,51.045113 -114.057141
dave4214,43.653226 -79.3831843
david3706,37.7749295 -122.4194155
carol2967,37.7749295 -122.4194155
jenirandy3237,37.09024 -95.712891
irene9004,60.128161 18.643501
dave2392, 
jessica7652,51.045113 -114.057141
jodal,59.9138688 10.7522454
cassandra2300,47.833889 -122.124722
david5131,37.7749295 -122.4194155
victor5108,40.7143528 -74.0059731
carlos6221,9.927128 -84.082012
aaron1222,34.0522342 -118.2436849
laura8973,39.737567 -104.9847179
nancy6496,37.7749295 -122.4194155
kaitlin8360,33.9412127 -84.2135309
stephanie6964,37.7749295 -122.4194155
graham3207,48.4284207 -123.3656444
reuben9530,45.5234515 -122.6762071
diana4913,38.7238273 -9.13977
ginny3893,33.5311541 -111.9426452
mark8714,51.5073346 -0.1276831
richard6039,32.321384 -64.75737
pandini,34.0522342 -118.2436849
kajsa3742,60.7303082 14.9998922
lrxaf1838,33.9578307 130.941459
frankrose5964,44.9211836 -93.4687489
pat7596,41.8781136 -87.6297982
james8370,34.0007104 -81.0348144
arthur9210,53.300791 -6.1770668
wisem,59.9138688 10.7522454
teri5979,33.8847361 -118.4109089
jani7361,61.92411 25.748151
karen1672,52.519171 13.4060912
sarah26717216,49.261226 -123.1139268
dana6846,49.261226 -123.1139268
mandy8190,37.09024 -95.712891
kelly2660,45.6387281 -122.6614861
teresa2494,43.653226 -79.3831843
laurenmarie7474,37.09024 -95.712891
amy8948,37.09024 -95.712891
beth66048537,38.5815719 -121.4943996
robert2486,37.8043637 -122.2711137
stephanie6368,40.7143528 -74.0059731
raymond7752,51.045113 -114.057141
trent4788,33.7489954 -84.3879824
robbie5397,30.267153 -97.7430608
aaron6136,36.255123 -115.2383485
justin8608,40.7143528 -74.0059731
teresa3120,41.8781136 -87.6297982
kate4169,30.267153 -97.7430608
rosemary6511,30.267153 -97.7430608
jason8163,40.7143528 -74.0059731
joeboyib,40.7143528 -74.0059731
erica9501,37.7749295 -122.4194155
marius8684,59.9138688 10.7522454
barry7570,33.5422475 -117.7831104
mike5493,51.045113 -114.057141
zalzally,37.7749295 -122.4194155
joe6613,38.8951118 -77.0363658
patrick2909,28.5999998 -81.3392352
damienb,49.261226 -123.1139268
cheritaco,47.6062095 -122.3320708
joel6726,40.7143528 -74.0059731
eyloni,8.9942689 -79.518792
brian1048,41.8781136 -87.6297982
jean4654,45.4215296 -75.6971931
harrison1856,38.8799697 -77.1067698
barry4079,51.5073346 -0.1276831
debra5627,51.045113 -114.057141
richard4660,40.7143528 -74.0059731
laetitia3814,40.6528762 -73.959494
angie2854,36.9741171 -122.0307963
laura4615,39.2903848 -76.6121893
darius4625,37.7749295 -122.4194155
christian4261,55.6760968 12.5683371
voyager5208,39.5296329 -119.8138027
chaney9490,37.7749295 -122.4194155
andrea69809937,49.8997541 -97.1374937
colin6778,38.8951118 -77.0363658
delight2802,34.0522342 -118.2436849
lori9422,21.3069444 -157.8583333
tom2110,37.3393857 -121.8949555
bigdickplaya,37.7749295 -122.4194155
a9514,42.4439614 -76.5018807
bobbie9462,49.1658836 -123.9400647
michael19567144,37.09024 -95.712891
erikjohnson,40.7143528 -74.0059731
dougdo,49.261226 -123.1139268
amy31211317,29.7601927 -95.3693896
jackson75023148,37.09024 -95.712891
steve4000,40.0149856 -105.2705456
morten9692, 
richard2264,37.09024 -95.712891
geoffpollard1870,-33.9033258 151.1424655
sandeep3811,48.764545 2.169007
agdhqr3148,37.09024 -95.712891
lauri7290,37.7749295 -122.4194155
mark47358837,37.7749295 -122.4194155
jennifer59461437,40.7143528 -74.0059731
rusty7757,37.09024 -95.712891
harry5512,38.8048355 -77.0469214
allison3255,40.65 -73.95
Davieboy,-37.8136111 144.9630556
torfinnnome,59.9138688 10.7522454
benmeck,40.7143528 -74.0059731
MMK,41.8781136 -87.6297982
emmave,38.6270025 -90.1994042
jotorkel9186,59.9138688 10.7522454
kenton1442,37.09024 -95.712891
manuel2141,37.09024 -95.712891
martin8424,59.9138688 10.7522454
tourtk, 
martha9624,47.7623204 -122.2054035
annemarie5310,37.09024 -95.712891
nicolestamp,43.653226 -79.3831843
anna7748,34.0522342 -118.2436849
daniel20197155,33.3061605 -111.8412502
bankerslab,32.7153292 -117.1572551
paulwright,51.5073346 -0.1276831
eirik,59.9138688 10.7522454
dwight8825,40.7143528 -74.0059731
cori9865,61.2180556 -149.9002778
monette1672,37.09024 -95.712891
andreas3168,59.9138688 10.7522454
rachel1733,39.3209801 -111.0937311
MDavis372,40.7143528 -74.0059731
susan1008,47.6062095 -122.3320708
jackie2012,30.267153 -97.7430608
gillian4473,51.5389767 -0.1049635
philip9173,36.0395247 -114.9817213
suzanne8502,40.7143528 -74.0059731
andre6084,34.1477849 -118.1445155
cyndi8429,40.7143528 -74.0059731
daniel7425,37.7749295 -122.4194155
timothy4724,37.09024 -95.712891
andrewhazen,40.7891424 -73.1349605
gregory4022,47.6062095 -122.3320708
rraavvii,37.7749295 -122.4194155
chelsey1519,47.6062095 -122.3320708
oliver2895,55.378051 -3.435973
rasmus3747,56.26392 9.501785
robyn18567149,56.130366 -106.346771
maryjane5504,38.8951118 -77.0363658
nataly6035,38.984652 -77.0947092
alix9027,37.09024 -95.712891
jon50434759,37.7749295 -122.4194155
jason7055,45.5234515 -122.6762071
dennis7140,51.165691 10.451526
ulrich4049,51.165691 10.451526
katharina8018,50.9150588 8.1072664
maria2328,39.737567 -104.9847179
adji4300,37.09024 -95.712891
rama9631,1.352083 103.819836
zawadi8552,40.7143528 -74.0059731
travis9403,49.8879519 -119.4960106
gordon1982,37.09024 -95.712891
nicholas4472,-37.8136111 144.9630556
pentti3225,60.1665856 24.9435553
kristen5123,51.5073346 -0.1276831
steven8537,37.8715926 -122.272747
fiona6841,51.5073346 -0.1276831
petra5425,52.519171 13.4060912
alice3278,51.5073346 -0.1276831
justin1425,-25.274398 133.775136
giacomo9428,43.9124756 12.9155494
rickdeirdre5954,-36.7587112 144.2837459
jonathan7593,41.8781136 -87.6297982
allyson8020,56.130366 -106.346771
anie5980,1.2800945 103.8509491
leslie8724,37.09024 -95.712891
adar2280,38.8951118 -77.0363658
yousuf4974,37.09024 -95.712891
billy8904,-33.873651 151.2068896
charlotte,-37.8136111 144.9630556
mark9237,37.09024 -95.712891
brent5731,37.09024 -95.712891
tim87934749,51.5073346 -0.1276831
dingeling,59.9138688 10.7522454
john8967,43.653226 -79.3831843
alexander1199,47.6062095 -122.3320708
serene1838,49.283859 -122.791859
yasmin7845,44.983334 -93.26667
greg7176,51.5073346 -0.1276831
alex23545203,51.045113 -114.057141
matthew4238,39.952335 -75.163789
maria4142,35.9131996 -79.0558445
william1495,37.4418834 -122.1430195
katherine4614,37.7749295 -122.4194155
dewet,51.5073346 -0.1276831
smeeagain,53.3305546 -6.2157427
cathrine6097,59.9138688 10.7522454
peterandjane8811,40.7143528 -74.0059731
robert73092957,-37.8136111 144.9630556
lisa1075,37.09024 -95.712891
jason7813,49.8997541 -97.1374937
lucinda3601,-27.4709331 153.0235024
greg3179,37.7749295 -122.4194155
alayne9704,51.5073346 -0.1276831
liis4824,43.653226 -79.3831843
alaide6525,23.634501 -102.552784
kristin9760,37.09024 -95.712891
ian7733,42.4153925 -71.1564729
gene9786,37.8043637 -122.2711137
kimberly5493,38.8951118 -77.0363658
tracey7094,43.653226 -79.3831843
giselle7391,37.09024 -95.712891
elizabeth8620,37.8043637 -122.2711137
katharine3036,38.8951118 -77.0363658
leo9437,59.32893 18.06491
steve1618,41.8781136 -87.6297982
alicya3354,43.653226 -79.3831843
bertila5987,25.4611312 -108.0789636
santos5324,25.4611312 -108.0789636
ckpwong,43.653226 -79.3831843
shahab5120,37.09024 -95.712891
garthsworld,40.7143528 -74.0059731
maria5118,41.8781136 -87.6297982
richard9461,44.983334 -93.26667
james13021236,37.09024 -95.712891
acheng212,40.7143528 -74.0059731
LJK,59.9138688 10.7522454
martin1709,52.0704978 4.3006999
mark9892,40.7143528 -74.0059731
stephen8123,34.0522342 -118.2436849
JennyandPhilipp,-27.4709331 153.0235024
david2353,37.09024 -95.712891
jeffbridges,42.3736158 -71.1097335
alisa3996,-25.274398 133.775136
blanca6711,40.463667 -3.74922
lars5213,53.5510846 9.9936818
jan6109,51.165691 10.451526
james5766,40.7143528 -74.0059731
euromaster4350,53.5510846 9.9936818
lise4899,59.9138688 10.7522454
neola6319,44.9192844 -123.3170472
aurora5553,37.09024 -95.712891
pamela2849,47.6062095 -122.3320708
matthew9284,40.7143528 -74.0059731
janelle2967,37.09024 -95.712891
amber4021,43.653226 -79.3831843
niki8775,51.15 4.1333333
rakshya,40.6528762 -73.959494
sarah5816,40.6528762 -73.959494
eugeniavb,40.7143528 -74.0059731
alexis2308,40.7143528 -74.0059731
GreenAgent,45.4215296 -75.6971931
patrick7993,51.5073346 -0.1276831
jenny8038,43.653226 -79.3831843
michael00,40.7143528 -74.0059731
rahim,43.653226 -79.3831843
dittes, 
rangan9071, 
john6554,34.0522342 -118.2436849
drillings,38.8799697 -77.1067698
tom3275,38.9012225 -77.2652604
david3196,32.7153292 -117.1572551
indubitableduff,-27.4709331 153.0235024
vanessa7758,51.5073346 -0.1276831
roberta3424,32.7153292 -117.1572551
james7150,41.8781136 -87.6297982
Schwartz,37.7749295 -122.4194155
suzanne8290,37.7749295 -122.4194155
shauna6520,38.8951118 -77.0363658
craig2482,45.5234515 -122.6762071
mariko1799,52.132633 5.291266
alejandro9572,32.7153292 -117.1572551
leena9890,34.0522342 -118.2436849
samuel8226,37.7749295 -122.4194155
ross9076,40.5852602 -105.084423
rachel2281,34.0522342 -118.2436849
richard6943,32.2217429 -110.926479
kamlesh7825,47.6062095 -122.3320708
albert6079,52.0901422 5.1096649
camilleanne6446,37.7749295 -122.4194155
richard5043,40.7143528 -74.0059731
susan6919,29.7601927 -95.3693896
jpw,47.6062095 -122.3320708
amy4208,32.7153292 -117.1572551
michele4695,34.0522342 -118.2436849
skipandsusie5076,37.09024 -95.712891
chris8274,51.045113 -114.057141
kim5142,37.7749295 -122.4194155
michaelnoel,30.267153 -97.7430608
steven6482,36.9741171 -122.0307963
ken9721,49.261226 -123.1139268
einstein,32.802955 -96.769923
megastep,34.0522342 -118.2436849
dave7507,43.653226 -79.3831843
maree3613,-27.4709331 153.0235024
jessie8693,43.653226 -79.3831843
violetta9481,40.7143528 -74.0059731
peggy1427,37.2358078 -121.9623751
tom3578,44.9537029 -93.0899578
philip5810,30.267153 -97.7430608
caleb5702,47.6062095 -122.3320708
ann8505,40.7143528 -74.0059731
david90826833,37.09024 -95.712891
ray1449,43.653226 -79.3831843
don6117,37.09024 -95.712891
ann4291,43.3255196 -79.7990319
carla3746,37.5407246 -77.4360481
ross20642047,34.2257255 -77.9447102
shashi9037,37.09024 -95.712891
susan4104,43.653226 -79.3831843
techleadjosh,37.09024 -95.712891
jessica9242,41.8781136 -87.6297982
jtw,51.5073346 -0.1276831
jessica21,37.09024 -95.712891
ysmp0822,-37.8136111 144.9630556
barbara4752,40.7143528 -74.0059731
jim1658,33.836081 -81.1637245
jacques4082,51.733004 5.1382786
jon7037,45.5234515 -122.6762071
biopterins,35.1814464 136.906398
annie5206,40.7143528 -74.0059731
deborah1449,56.130366 -106.346771
ricardo6956,32.7153292 -117.1572551
michael9869,29.7601927 -95.3693896
kamaljit9197,37.7749295 -122.4194155
ariel3629,41.8781136 -87.6297982
david66011546,40.7143528 -74.0059731
sung1489,1.352083 103.819836
lawrence9068,37.4418834 -122.1430195
saroj9432,37.7749295 -122.4194155
elliotteh,41.8781136 -87.6297982
neilhuang,25.091075 121.5598345
connor1877,49.319647 -123.068237
teagan2619,49.319647 -123.068237
oden4927,49.319647 -123.068237
tye7500,49.319647 -123.068237
anne5107,53.5333333 -113.5
jennifer7861,43.653226 -79.3831843
dannie1319,37.3393857 -121.8949555
shannon2288,29.4241219 -98.4936282
kelly7119,37.7749295 -122.4194155
hansen4177,37.8715926 -122.272747
globalpovertyrelie3944,43.653226 -79.3831843
margery3819,37.7749295 -122.4194155
monica785,37.09024 -95.712891
normandmichelle8811,56.130366 -106.346771
ron8238,47.8106521 -122.3773552
david3873,41.6005448 -93.6091064
gordonl9655,33.2181797 -111.8759103
alisonmpls,44.983334 -93.26667
leonid3109,37.09024 -95.712891
nina1957,34.1477849 -118.1445155
moloud,45.5086699 -73.5539925
peter2945,43.653226 -79.3831843
frederick8967,41.8781136 -87.6297982
morgan34905636,49.261226 -123.1139268
jon11125805,53.5333333 -113.5
heather2318,47.6062095 -122.3320708
wesley2053,37.7749295 -122.4194155
KevinMcNeilly,29.7601927 -95.3693896
tkli,40.7143528 -74.0059731
jai6804,51.5073346 -0.1276831
ana4137,23.634501 -102.552784
simon6162,37.09024 -95.712891
victor7014,34.0522342 -118.2436849
barbara29975849,43.653226 -79.3831843
shannon1678,37.7749295 -122.4194155
charles6283,40.3470543 -74.0643065
xiaomin3480,37.09024 -95.712891
dianeshawe,55.378051 -3.435973
josee6521,52.25446 6.160247
michelle3469,31.2448234 -92.1450245
george1870,-25.274398 133.775136
jocelyn1494,53.5333333 -113.5
jonandmarja8036,44.983334 -93.26667
alberto8473,51.5073346 -0.1276831
line8661,60.3912628 5.3220544
nancy83597355,37.09024 -95.712891
liz1821,37.09024 -95.712891
axel,59.32893 18.06491
madison6265,49.5040452 -115.063065
thomas17694658,40.8259007 -74.2090053
toni3157,37.09024 -95.712891
paul44033492,41.8781136 -87.6297982
liana3966,37.09024 -95.712891
pastasauceror,-25.274398 133.775136
anita7459,35.772096 -78.6386145
DirkLebe,51.165691 10.451526
sascha8779,51.165691 10.451526
karen10225349,-25.274398 133.775136
cary,37.4418834 -122.1430195
arun6438,40.7143528 -74.0059731
murray6496,56.130366 -106.346771
julia4712,42.3736158 -71.1097335
sascha2378,37.7749295 -122.4194155
kevin92563302,38.6270025 -90.1994042
waphle,40.7143528 -74.0059731
robin78357202,37.7749295 -122.4194155
chuck5973,33.5225261 -117.7075526
mimi9672,56.130366 -106.346771
jo3835,-27.4709331 153.0235024
thomas4499,47.3686498 8.5391825
percy3073,43.653226 -79.3831843
john4074,40.6528762 -73.959494
peter2305,49.261226 -123.1139268
antonella,43.653226 -79.3831843
