Borrower_ID,Lender_final_count,LenderID_ordered_by_lending,Lender_Geo_Location,Lender_HomeTown
419770,195,steinar178,,", , Norway"
419770,195,kemp,,"Mountain View, AR, United States"
419770,195,daniel418,,"Sioux Falls, SD, United States"
419770,195,brian2180936,,"Phoenix, Arizona, United States"
419770,195,neil10,,"Orlando, FL, United States"
419770,195,sharon6268793,,"Roseau, MN, United States"
419770,195,teja,,", , United States"
419770,195,valerie772,,"Golden, CO, United States"
419770,195,ha,,"Ann Arbor, Michigan, United States"
419770,195,glenda830,,"Carlisle, PA, United States"
419770,195,danielle635,,"Valrico, FL, United States"
419770,195,ali955,,", Muscat, Oman"
419770,195,nathan567,,"Gotham City, , United States"
419770,195,wcj,,"Dallas, TX, United States"
419770,195,merja807,,"Yl\\u00f6j\\u00e4rvi, , Finland"
419770,195,arjan666,,"Zwolle, , Netherlands"
419770,195,steve878,,"Chicago, IL, United States"
419770,195,leo408,,"Tilburg, Noord-Brabant, Netherlands"
419770,195,woushyang204,,"Saint Maur des Fosses, , France"
419770,195,atie134,,"Carrazedo-Bucos, Braga, Portugal"
419770,195,dave862,,"Seattle, WA, United States"
419770,195,taru392,,"Stockholm, , Sweden"
419770,195,ben585,,"Barrie, ON, Canada"
419770,195,nullplu,,", , Germany"
419770,195,grace544,,"Boston, MA, United States"
419770,195,deke912,,"South Riding, VA, United States"
419770,195,michael7061193,,", , "
419770,195,ursula867,,"Luzern, , Switzerland"
419770,195,Schwart,,"San Francisco, CA, United States"
419770,195,michael428,,"toronto, Ontario, Canada"
419770,195,kyle426,,", , "
419770,195,rburhu,,"San Francisco, CA, United States"
419770,195,ane447,,"Lillehammer, Oppland, Norway"
419770,195,janiele684,,", , "
419770,195,richard4521576,,"Houston, TX, United States"
419770,195,nathan321,,"Tulsa, Oklahoma, United States"
419770,195,roger997,,"Bishops Waltham, Hampshire, United Kingdom"
419770,195,cynthia377,,", , "
419770,195,jessica874,,"Ottawa, ontario, Canada"
419770,195,clayton408,,"Sacramento, CA, United States"
419770,195,matthias305,,"Paris, , France"
419770,195,ieva415,,"Brussels, , Belgium"
419770,195,hans789,,"Campinas, S\\u00e3o Paulo, Brazil"
419770,195,john210,,"rocky river, OH, United States"
419770,195,tiago504,,", Kent, United Kingdom"
419770,195,william841,,", , "
419770,195,vijay653,,"Calgary, Alberta, Canada"
419770,195,barbara728,,"Decatur, IL, United States"
419770,195,michael7783146,,"Chicago, IL, United States"
419770,195,karin994,,"Westport, CT, United States"
419770,195,anita626,,"Columbia, MO, United States"
419770,195,john973,,", , "
419770,195,thomas221,,"Waltham, MA, United States"
419770,195,andrew990,,", , United States"
419770,195,telestosolution,,"Fort Collins, CO, United States"
419770,195,lacher936,,"Souderton, PA, United States"
419770,195,thefamilybus,,"Cordova, TN, United States"
419770,195,nea,,"endz, uk, United Kingdom"
419770,195,kai410,,"Berlin, Berlin, Germany"
419770,195,mikael805,,"Lerum, Vastra Gotaland, Sweden"
419770,195,susanne613,,"Copenhagen, Denmark, Denmark"
419770,195,pamela587,,"St. Louis, MO, United States"
421990,3,padmapriya110,,", , "
421990,3,uwe223,,", , "
421990,3,martha891,,", , "
415664,36,gooddogg,,"Front Porch , , "
415664,36,andrea241,,"Bonn, , Germany"
415664,36,andrew310,,", , "
415664,36,david8567492,,"Denver, CO, United States"
415664,36,bill442,,"Woodbury, MN, United States"
415664,36,dave5704350,,", , "
415664,36,sas159,,", , "
415664,36,bob307,,"West Bend, Wisconsin, "
415664,36,stein910,,"Mysen, , Norway"
415664,36,lara672,,"Harrisburg, NC, United States"
415664,36,anhol,,"Portland, OR, United States"
415664,36,suzanne374,,"Tulsa, OK, United States"
415664,36,james999,,"Cambridge, MA, United States"
415664,36,Sna,,"Markham, Ontario, Canada"
415664,36,martinvanel,,"Rotterdam, Zuid-Holland, Netherlands"
415664,36,christopher517,,"San Jose, California, United States"
415664,36,stuartru,,"Salem, Oregon, United States"
415664,36,Schascho,,"Ebi, , Switzerland"
415664,36,mark465,,", , "
415664,36,howdy580,,"El Cerrito, CA, United States"
415664,36,NINetherland,,"Woerden, , Netherlands"
415664,36,newyorkstockexchange549,,"New York, New York, United States"
415664,36,pter686,,", , New Zealand"
415664,36,marc408,,"Paris , , France"
415664,36,francoS,,"San Francisco, CA, United States"
415664,36,chris,,"Poughkeepsie, NY, United States"
415664,36,naoyuki186,,"suita, Osaka, Japan"
415664,36,nullplu,,", , Germany"
415664,36,jeannieandgary149,,"San Diego, CA, United States"
415664,36,carola341,,"Berlin, , Germany"
415664,36,lauren4025724,,"Manhattan, Kansas, United States"
415664,36,laurence535,,"Antibes, , France"
415664,36,matthias195,,"Bern, , Switzerland"
415664,36,shawn748,,"Dundas, Ontario, Canada"
415664,36,brenda361,,"Redwood City, CA, United States"
415664,36,barney,,"Stockholm, Stockholms Lan, Sweden"
422005,45,william466,,"Aberystwyth, Ceredigion, United Kingdom"
422005,45,danielle812,,"Toronto, Ontario, Canada"
422005,45,roanne260,,", , "
422005,45,jeffreyjoy616,,"Ijsselstein, , Netherlands"
422005,45,arnaud623,,", B\\u00e9arn, France"
422005,45,tu,,"Toronto, ON, Canada"
422005,45,lisa941,,"Seattle, WA, United States"
422005,45,barrie732,,"Barrie, Ontario, Canada"
422005,45,zane955,,"San Antonio, TX, United States"
422005,45,gavinjorda,,"London, , United Kingdom"
422005,45,shelly372,,", Pennsylvania, United States"
422005,45,fairspiri,,"Utrecht, Utrecht, Netherlands"
422005,45,katherine678,,", , "
422005,45,berline,,"Berlin, , Germany"
422005,45,jenny929,,"Wellington, , New Zealand"
422005,45,michael849,,"Staten Island, NY, United States"
422005,45,patricia4177936,,"san diego, california, United States"
422005,45,anne875,,"Salt Lake City, Utah, United States"
422005,45,hanyou2,,"Lincoln, Nebraska, United States"
422005,45,shyamthimmaia,,"Mountain View, CA, United States"
422005,45,rocky561,,"Pasadena , CA , United States"
422005,45,gabi318,,", , "
422005,45,tim432,,"Brooklyn, NY, United States"
422005,45,miriam733,,"Astoria, OR, United States"
422005,45,matthew939,,"Seattle, WA, United States"
422005,45,yves399,,"Liverpool, Merseyside, United Kingdom"
422005,45,martin664,,"Poprad, , Slovakia"
422005,45,dan460,,"Eden Prairie, MN, United States"
422005,45,jennifer478,,"Toronto, Ontario, Canada"
422005,45,bethanie755,,"Sandston, VA, United States"
422005,45,david589,,", , "
422005,45,louis824,,", , "
422005,45,tedkaty549,,"Vancouver, WA, United States"
422005,45,annemarie869,,"San Francisco, CA, United States"
422005,45,jonathan662,,", , "
422005,45,david7910422,,"Portland, OR, United States"
422005,45,ann366,,"Victoria, British Columbia, Canada"
422005,45,ken128,,"Nevada City, CA, United States"
422005,45,enrico252,,"Melbourne, , Australia"
422005,45,beverley775,,", , "
422005,45,richard5040,,"Mason City, IA, United States"
422005,45,katherine772,,"La Crosse, WI, United States"
422005,45,michael7286553,,"Washington, DC, United States"
422005,45,anne899,,"Seattle, WA, United States"
422005,45,sharon979,,", , "
421234,1,bruce260,,", , "
418843,75,nateandtheres,,"San Francisco, CA, United States"
418843,75,gooddogg,,"Front Porch , , "
418843,75,grovecity834,,", , "
418843,75,jamesclayton948,,"Rio de Janeiro, RJ, Brazil"
418843,75,ronita859,,", , "
418843,75,chrisevelyn725,,", , "
418843,75,annettekim301,,"Seattle, WA, United States"
418843,75,elsa367,,"San Jose, CA, United States"
418843,75,dad200,,"Great Falls, VA, United States"
418843,75,lee405,,"san francisco, CA, United States"
418843,75,jane256,,", , "
418843,75,anna860,,"Vantaa, , Finland"
418843,75,josemiguel493,,"Madrid, Madrid, Spain"
418843,75,david966,,", , "
418843,75,abdul585,,", , United Kingdom"
418843,75,sean671,,"Brick, NJ, United States"
418843,75,ryan4674747,,"Westlake Village, California, United States"
418843,75,dennis868,,"Asheville, North Carolina, United States"
418843,75,mary812,,", , "
418843,75,andries278,,"Bucharest, Bucharest, Romania"
418843,75,yeswant162,,", , "
418843,75,reid437,,"Boston, MA, United States"
418843,75,muriel847,,"Fayetteville, NC, United States"
418843,75,tina426,,"Saint Louis, Missouri, United States"
418843,75,mike489,,", , "
418843,75,idalina876,,"Newington, CT, United States"
418843,75,christian679,,", , "
418843,75,wiat596,,", , Poland"
418843,75,rebecca1333204,,", , United States"
418843,75,petersusanne763,,"Plochingen, , Germany"
418843,75,mariel526,,", , "
418843,75,marci888,,", North Carolina, United States"
418843,75,peter841,,"Unley, South Australia, Australia"
418843,75,jef968,,", , "
418843,75,mark5052253,,"Stamford, Connecticut, United States"
418843,75,denise6644294,,", , "
418843,75,danny647,,"Shanghai, , China"
418843,75,amy294,,", , "
418843,75,jillian164,,"Vence, , France"
418843,75,jacob126,,"Akron, NY, United States"
418843,75,harold599,,"Olathe, KS, United States"
418843,75,henry874,,"Niagara Falls, , Ontario, Canada"
418843,75,robert3012705,,"Austin, TX, United States"
418843,75,william721,,"Hoodsport, WA, United States"
418843,75,ian756,,"Seattle, WA, United States"
418843,75,ted871,,"Chicago, IL, United States"
418843,75,thomas179,,"Frankfurt am Main,, , Germany"
418843,75,ben782,,"boulder, colorado, United States"
418843,75,vicki610,,"Vancouver, British Columbia, Canada"
418843,75,paul598,,"Margaret River, WA, Australia"
418843,75,ali955,,", Muscat, Oman"
418843,75,janis887,,"bartlesville, OK, United States"
418843,75,brendenfamily248,,"Ski, , Norway"
418843,75,dominic264,,"Bath, England, United Kingdom"
418843,75,siscon529,,"potomac , Maryland, United States"
418843,75,nea,,"endz, uk, United Kingdom"
418843,75,r392,,"Bay Area, CA, United States"
418843,75,minigadget,,", , Netherlands"
418843,75,johnanddonna307,,", British Columbia, Canada"
418843,75,lasse879,,"Oslo, , Norway"
418843,75,stuart224,,", , Australia"
418843,75,wiebe859,,", , "
418843,75,premjit,,"sunnyvale, CA, United States"
418843,75,collin447,,"Redwood Falls, MN, United States"
418843,75,gpg540,,"Team LOTUS, Lend Out To Uplift Self-sufficiency, "
418843,75,markgive,,"Decatur, IL, United States"
418843,75,chapman241,,", , "
418843,75,jamey379,,"Marion, MA, United States"
418843,75,osma,,"Santa Clara, CA, United States"
418843,75,peter518,,", , "
418843,75,june367,,", , "
418843,75,zachary649,,"Seattle, Washington, United States"
418843,75,frank642,,"weesatche, TX, United States"
418843,75,travismurdoc,,"Sunnyvale, CA, United States"
418843,75,mark453,,"Walnut Creek, CA, United States"
421362,14,jamesclayton948,,"Rio de Janeiro, RJ, Brazil"
421362,14,jasonmichelleandma289,,"Renton, Washington, United States"
421362,14,bizbuilde,,"Simi Valley, CA, United States"
421362,14,dennisli,,", , "
421362,14,david6129749,,"Northcote, Victoria, Australia"
421362,14,jorel,,"Grand Rapids, Michigan, United States"
421362,14,don611,,"Waxhaw, NC, United States"
421362,14,shree805,,"LOTUS Team, Bay Area, CA, United States"
421362,14,david2238349,,"The Woodlands, TX, United States"
421362,14,james146,,"Baden, PA, United States"
421362,14,john130,,"brooklyn, NY, United States"
421362,14,bubblesandpete,,", , "
421362,14,brad574,,"Bountiful, Utah, United States"
421362,14,david443,,"Las Vegas, NV, United States"
419877,216,raphaelrita102,,"Perth, Western Australia, Australia"
419877,216,bob473,,"Dallas, , United States"
419877,216,donanddawn907,,"Port Moody, British Columbia, Canada"
419877,216,soraya979,,", , "
419877,216,donandkathy642,,"League City, TX, United States"
419877,216,john613,,"Harwich, England, United Kingdom"
419877,216,harold599,,"Olathe, KS, United States"
419877,216,henry874,,"Niagara Falls, , Ontario, Canada"
419877,216,kenneth223,,"Salt Lake City, Utah, United States"
419877,216,ted871,,"Chicago, IL, United States"
419877,216,springfield626,,"Beverly Hills, CA, United States"
419877,216,jamesclayton948,,"Rio de Janeiro, RJ, Brazil"
419877,216,ditte,,"Travelling the world, , "
419877,216,bhavana269,,"Seattle, WA, United States"
419877,216,cecilia021,,"Ann Arbor, Michigan, United States"
419877,216,rob872,,"Blackheath, London, United Kingdom"
419877,216,kc488,,", , "
419877,216,marcus570,,"Miami Beach, FL, United States"
419877,216,doraemo,,"Toronto, Ontario, Canada"
419877,216,brunosa,,"Washington, DC, United States"
419877,216,anthony8837380,,"Harrison, New York, United States"
419877,216,danielanddorothy981,,"Oakland, CA, United States"
419877,216,marketboomer154,,"Sydney, New South Wales, Australia"
419877,216,ArveStaal,,", , Norway"
419877,216,funkymonkey443,,", , United States"
419877,216,johnburroughsschoo278,,"Saint Louis, MO, United States"
419877,216,michael716,,"Liberty, Missouri, United States"
419877,216,christopher443,,"Chicago, IL, United States"
419877,216,lori753,,"West Fargo, North Dakota, United States"
419877,216,nidthia387,,"Petaling Jaya, Selangor, Malaysia"
419877,216,aaron8357497,,"San Francisco Bay Area, CA, United States"
419877,216,angela511,,"Coolum, Queensland, Australia"
419877,216,julian647,,"Miami beach, FL, United States"
419877,216,tanja128,,"Copenhagen, , Denmark"
419877,216,giovannicataldi408,,"Roma, , Italy"
419877,216,john341,,"Dartmouth, NS, Canada"
419877,216,oleg202,,"Chiyoda-ku, Tokyo, Japan"
419877,216,nickjhow,,"Boca Raton, FL, United States"
419877,216,chrisalexsingapor,,"Singapore, , Singapore"
419877,216,trolltech446,,"Oslo, , Norway"
419877,216,jacob227,,", , United States"
419877,216,viateur666,,"Cacouna, Quebec, Canada"
419877,216,christiana162,,"Houston, TX, United States"
419877,216,dan373,,"Chicago, IL, United States"
419877,216,tarpate,,", , "
419877,216,randul,,"Bordeaux, , France"
419877,216,marek565,,"prague, , Czech Republic"
419877,216,yeswant162,,", , "
419877,216,yip,,"San Francisco, CA, United States"
419877,216,kappy476,,", , "
419877,216,dennis,,"Middletown, CT, United States"
419877,216,tom701,,"Menomonee Falls, WI, United States"
419877,216,kbp780,,"los angeles, CA, United States"
419877,216,nachobottinell,,"Ciudad de Buenos Aires, Buenos Aires, Argentina"
419877,216,gmc,,"Bristol, , United Kingdom"
419877,216,roland298,,"Erding, Muenchen, Germany"
419877,216,jan314,,"Zwaag, , Netherlands"
419877,216,jangoyvaert,,", Phuket, Thailand"
419877,216,isabelle113,,"la chapelle d'armenti\\u00e8res, Nord, France"
419877,216,missymark769,,"Madison, NJ, United States"
419877,216,hallie334,,"Castle Rock, CO, United States"
419877,216,raaboll,,"Andover, MN, United States"
419877,216,bentheleft,,"Shreveport, LA, United States"
419877,216,orionjrhigh731,,"Harrisville, UT, United States"
419877,216,shree805,,"LOTUS Team, Bay Area, CA, United States"
419877,216,brad875,,", , Canada"
419877,216,bowerbirdphotograph,,"San Francisco, CA, United States"
419877,216,sandhya973,,"cupertino, CA, United States"
419877,216,alaymq452,,"Victoria, BC, Canada"
419877,216,eliza217,,", , "
419877,216,katie347,,"camarillo, california, United States"
419877,216,kivanewyor,,"New York, New York, United States"
419877,216,sydandluke690,,", Idaho, United States"
419877,216,sarah6281813,,", , "
419877,216,rick888,,"SEA\\\/HKG, , "
419877,216,drakenguye,,"Westminster, CA, United States"
419877,216,daniel8235611,,", California, United States"
419877,216,haven870,,"Honolulu, Hawaii, United States"
419877,216,kerry409,,", , Australia"
419877,216,daleanddave490,,"Glen Williams,, Ontario,, Canada"
419877,216,ianthatche,,"TOOWONG BC, Queensland, Australia"
419877,216,kuna,,"New York, New York, United States"
419877,216,gooddogg,,"Front Porch , , "
419877,216,anthonyjonesc,,"Belmont, North Carolina, United States"
419877,216,sicco542,,"Schiedam, , Netherlands"
419877,216,exeterkivaclu,,"Exeter, New Hampshire, United States"
419877,216,ronandjody501,,"Saskatoon, Saskatchewan, Canada"
419877,216,barbara6145832,,"Mexico City, , Mexico"
419877,216,walter595,,"Berkeley, CA, United States"
419877,216,andrew7632849,,"London, Ontario, Canada"
419877,216,kathleen898,,"Oregon , WI, United States"
419877,216,donpaconch,,"Denver, Colorado, United States"
419877,216,matthew730,,"Peabody, MA, United States"
419877,216,ca,,", CA, United States"
419877,216,sue102,,", , Canada"
419877,216,john4423929,,", , Netherlands"
419877,216,allan257,,", , Finland"
419877,216,lee651,,"new york, NY, United States"
419877,216,brandonbeache,,"Atlanta, GA, United States"
419877,216,sheryl233,,"Redcliffe, Queensland, Australia"
419877,216,ryan127,,"Albion, Queensland, Australia"
419877,216,esouthar,,"Dallas, TX, United States"
419877,216,pedro704,,"Porto, Porto, Portugal"
419877,216,patricia124,,"Houston, TX, United States"
419877,216,mike463,,"cold lake, Alberta, Canada"
419877,216,ashley3406217,,", , "
419877,216,william721,,"Hoodsport, WA, United States"
419877,216,toptensingapor,,"SINGAPORE, , Singapore"
419877,216,mary974,,"Los Gatos, CA, United States"
419877,216,dukedelae,,"Thousand Oaks, CA, United States"
419877,216,worldloveorganizatio,,"Newport Beach, CA, United States"
419877,216,ravenscroft236,,", , "
419877,216,doug991,,", , "
419877,216,shannon244,,"British Columbia, BC, Canada"
419877,216,roland369,,"Bruxelles, , Belgium"
419877,216,mikeandtara277,,"Peoria, AZ, United States"
419877,216,trogdorfamily762,,", Connecticut, United States"
419877,216,joseph945,,"Champaign, IL, United States"
419877,216,babyboeket679,,"The Hague, , Netherlands"
419877,216,fernando282,,"Miami, FL, United States"
419877,216,rachael159,,"Brunswick, Victoria, Australia"
419877,216,rebecca515,,"Woburn, MA, United States"
419877,216,robert476,,"Grand Rapids, MI, United States"
419877,216,nick423,,"Auckland, , New Zealand"
419877,216,robert203,,"Boerne, TX, United States"
419877,216,oakviewrobert,,"Andover, MN, United States"
419877,216,engkok737,,"Singapore, , Singapore"
419877,216,matthew363,,", , "
419877,216,tylerwarnoc,,"Menlo Park, CA, United States"
419877,216,anthony890,,"Seattle, WA, United States"
419877,216,nea,,"endz, uk, United Kingdom"
419877,216,eric427,,"Chicago , IL, United States"
419877,216,jensjrgen832,,"Bronshoj, , Denmark"
419877,216,marlene459,,"Roma, TX, United States"
419877,216,brian540,,", , United States"
419877,216,robiandjules802,,"Point Piper, New South Wales, Australia"
419877,216,roger197,,", CT, United States"
419877,216,mohamed258,,"Egypt, Egypt, Egypt"
419877,216,nicolai8,,"Nordhorn, , Germany"
419877,216,sheryl362,,"Calgary, Alberta, Canada"
419877,216,kylie919,,"Knoxville, TN, United States"
419877,216,sandra348,,", , Malta"
419877,216,TheCorrectChang,,"San Mateo, CA, United States"
419877,216,bettina585,,"Allentown, PA, United States"
419877,216,juleine802,,"Martinez, CA, United States"
419877,216,gumundurd857,,"Reykjavik, Sudurlandi, Iceland"
419877,216,charlott595,,", , "
419877,216,ral215,,"DK3900 Nuuk, Greenland, Denmark"
419877,216,daniel3014757,,", , "
419877,216,linde670,,", , Austria"
419877,216,pi,,"Berlin, , Germany"
419877,216,simon610,,"Toronto, , Canada"
419877,216,jonathan201,,"San Francisco Bay Area, CA, United States"
419877,216,joe940,,", , France"
419877,216,louise833,,"Charlotte, NC, United States"
419877,216,peter189,,"Washington, DC, United States"
419877,216,chrisandchrist,,"Hilversum, Noord Holland, Netherlands"
419877,216,mike2958457,,"Oakville, Ontario, Canada"
419877,216,daniel463,,"Ottawa, ON, Canada"
419877,216,pensforhop,,"Kingsville, TX, United States"
419877,216,darthbea,,"New York, NY, United States"
419877,216,eli359,,"antwerpen, , Belgium"
419877,216,harold564,,"Amsterdam, , Netherlands"
419877,216,gary3577204,,"Brodheadsville, Pennsylvania, United States"
419877,216,michael922,32.6041984558105 -96.8636016845703,"Desoto, TX, United States"
419877,216,russell957,,"Kansas City, MO, United States"
419877,216,andrey410,,"Toronto, Ontario, Canada"
419877,216,brittany200,,"Tallahassee, FL, United States"
419877,216,hoc,,"Boeblingen, , Germany"
419877,216,lance654,,"Houston, TX, United States"
419877,216,andrew773,,"Toronto, , Canada"
419877,216,howard829,,", , "
419877,216,norma525,,", , "
419877,216,seank681,,"Los Angeles, CA, United States"
419877,216,luc224,,"Washington, DC, United States"
419877,216,franck325,,"Paris, , France"
419877,216,carrie440,,"Seattle, WA, United States"
419877,216,anuzi,,"Tokyo, Shibuya-ku, Japan"
419877,216,edward340,,"Edgbaston, , United Kingdom"
419877,216,florence437,,"St. John's, Newfoundland, Canada"
419877,216,andreas444,,"Vienna, Austria, Austria"
419877,216,jason571,,", , "
419877,216,cora263,,"San Jose, CA, United States"
419877,216,amirali540,,"DALLAS, TEXAS, United States"
419877,216,jen4033539,,"Reston, VA, United States"
419877,216,tim708,,"Columbus, OH, United States"
419877,216,luis522,,"Cascais, Lisboa, Portugal"
419877,216,angelique886,,"New York, NY, United States"
419877,216,hartmut717,,"Bruchk\\u00f6bel, Hessen, Germany"
419877,216,alan858,,"Dunnellon, FL, United States"
419877,216,bobbetty828,,"Calgary, AB, Canada"
419877,216,paul313,,"Victoria, British Columbia, Canada"
419877,216,ken452,,"Tracy, CA, United States"
419877,216,claudia184,,"Hinwil, Zurich, Switzerland"
419877,216,rusty386,,"Draper, Utah, United States"
419877,216,tony525,,"Didsbury, Alberta, Canada"
419877,216,gracefrui,,"Longcroft, Stirlingshire, United Kingdom"
419877,216,james7130488,,", , "
419877,216,thomas668,,"Durham, NC, United States"
419877,216,kym696,,"Northcote, Victoria, Australia"
419877,216,paul820,,"Dennyloanhead, Falkirk, United Kingdom"
419877,216,bruceandsandy443,,"Lunenburg, MA, United States"
419877,216,roger432,,"Little Rock, AR, United States"
419877,216,mindyandbren,,"Irvine, CA, United States"
419877,216,antoinette738,,"Albuquerque, New Mexico, United States"
419877,216,vicky774,,"Los Gatos, CA, United States"
419877,216,dev232,,", , "
419877,216,barbara197,,"Tukwila, WA, United States"
419877,216,nicholas522,,"Sacramento, CA, United States"
419877,216,elizabeth877,,", , "
419877,216,susanpeter794,,", , "
419877,216,sandra777,,"Littleton, CO, United States"
419877,216,janet432,,"CHICAGO, IL, United States"
419877,216,brentlundee,,"Burnsville, MN, United States"
419877,216,warren770,,"Simpsonville, SC, United States"
419877,216,samantha418,,"San Francisco, CA, United States"
421510,65,gooddogg,,"Front Porch , , "
421510,65,margaret794,,"Glen Ellyn, IL, United States"
421510,65,tajul273,,"Plano, TX, United States"
421510,65,david349,,"Menlo Park, CA, United States"
421510,65,bobby957,,"Wuerzburg, Bavara, Germany"
421510,65,caleb913,,"Eugene, OR, United States"
421510,65,etsuko481,,",  Chiba, Japan"
421510,65,stephan576,,", , "
421510,65,elizabeth593,,"Mineola, NY, United States"
421510,65,jeff513,,"Huntsville, Ontario, Canada"
421510,65,francesco691,,"Reggio Emilia, , Italy"
421510,65,silatech321,,", , "
421510,65,cimb,,"Asolo, Treviso, Italy"
421510,65,rashid867,,", , United Arab Emirates"
421510,65,lynette210,,"Santa Cruz, CA, United States"
421510,65,amina927,,"New York City, , "
421510,65,Oliver1030,,"Beverly Hills, CA, United States"
421510,65,yune204,,"Madison, Wisconsin, United States"
421510,65,thomas379,,"Utopia Planitia, , "
421510,65,brett587,,", , United States"
421510,65,jamesclayton948,,"Rio de Janeiro, RJ, Brazil"
421510,65,arjen868,,"Kuala Lumpur, WP, Malaysia"
421510,65,eller,,", , Canada"
421510,65,carol496,,"Mena Creek, Queensland, Australia"
421510,65,CyberDrago,,"Beirut & Baghdad,, South, Lebanon"
421510,65,roozbeh504,,"College Station, TX, United States"
421510,65,Clemsonpilo,,"Eagle River , Alaska, United States"
421510,65,torodd194,,"Bergen, Raadal, , Norway"
421510,65,martina574,,"Bratislava, No selection required, Slovakia"
421510,65,robin449,,"oslo, , Norway"
421510,65,amy296,,", , "
421510,65,naxeer298,,"Male, MV, Maldives"
421510,65,trolltech446,,"Oslo, , Norway"
421510,65,florian580,,"St. Primus, , Austria"
421510,65,whyno,,", , Canada"
421510,65,pl167,,"B\\u00e6rums Verk, Akershus, Norway"
421510,65,julian647,,"Miami beach, FL, United States"
421510,65,lisbeth172,,"Frederiksberg, , Denmark"
421510,65,getlicense,,"London, England, United Kingdom"
421510,65,kiw,,"Hopefully travelling, , "
421510,65,jeremy504,,"Pagosa Springs, CO, United States"
421510,65,dirkschram,,"Amsterdam, NH, Netherlands"
421510,65,gjwolfswinke,,"Woudenberg, , Netherlands"
421510,65,stefan513,,"San Francisco, CA, United States"
421510,65,kujo7,,"Happy Valley, OR, United States"
421510,65,peter738,,", , United States"
421510,65,keith848,,"Dublin, , Ireland"
421510,65,claus904,,"Singapore, , Singapore"
421510,65,rosemary500,,"Benfleet, Essex, United Kingdom"
421510,65,barry,,"Dubai, , United Arab Emirates"
421510,65,shani337,,"London, England, United Kingdom"
421510,65,robert5906167,,"D\\u00fclmen, , Germany"
421510,65,damienchris738,,"Brisbane, Queensland, Australia"
421510,65,lisa137,,", Indiana, United States"
421510,65,alexshi,,"Needham, MA, United States"
421510,65,jacques760,,"Montreal, Quebec, Canada"
421510,65,nullplu,,", , Germany"
421510,65,jenniferhurstkenned,,"Avondale Estates, GA, United States"
421510,65,snorsk,,", , Netherlands"
421510,65,tom671,,"Oskaloosa, IA, United States"
421510,65,bradley518,,"Littleton, CO, United States"
421510,65,della362,,"Rockville, MD, United States"
421510,65,bromwyn634,,"London, London, United Kingdom"
421510,65,gerald804,,", , "
421510,65,gary600,,"San Carlos, CA, United States"
421654,185,gooddogg,,"Front Porch , , "
421654,185,bobandterri309,,"Greenville, NC, United States"
421654,185,jeff758,,"San Francisco, CA, United States"
421654,185,john202,,"Indianapolis, IN, United States"
421654,185,rob443,,"Huntsville, AL, United States"
421654,185,kenneth723,,"Bethel Park, PA, United States"
421654,185,lawrence908,,"Lynnwood, WA, United States"
421654,185,brent131,,"Austin, TX, United States"
421654,185,charles645,,"Columbus, IN, United States"
421654,185,zx14,,"Denver, CO, United States"
421654,185,mel278,,", , "
421654,185,mattcham,,"cheshire, CT, United States"
421654,185,john960,,"Newhall, CA, United States"
421654,185,kimberly476,,"Whitestone, New York, United States"
421654,185,melanie6387300,,"Blacksburg, Virginia, United States"
421654,185,liz997,,"Kenmore, WA, United States"
421654,185,jameson986,,"Washington, DC, United States"
421654,185,ze,,", , Taiwan"
421654,185,minh849,,", , "
421654,185,genevieve580,,"Oakland, CA, United States"
421654,185,jonathan560,,"rocky mount, VA, United States"
421654,185,richard3793578,,"Denver, Colorado, United States"
421654,185,greg439,,"Miami, FL, United States"
421654,185,jean254,,"Roswell, GA, United States"
421654,185,peter485,,"Cincinnati, OH, United States"
421654,185,keith698,,", Alabama, United States"
421654,185,elizabeth5745613,,"Colts neck, NJ, United States"
421654,185,julian647,,"Miami beach, FL, United States"
421654,185,PreethaSrin,,"Katy, TX, United States"
421654,185,tom104,,"Chicago, IL, United States"
421654,185,michael7279404,,"New York, New York, United States"
421654,185,tim192,,"Rexford, NY, United States"
421654,185,laura722,,"Shreveport, LA, United States"
421654,185,sarah910,,", , "
421654,185,UUCC,,"Cherry Hill, NJ, United States"
421654,185,maryinbgam,,"Burlingame, CA, United States"
421654,185,thorkil529,,"Glostrup, , Denmark"
421654,185,yassertas,,"Pullman, WA, United States"
421654,185,bkonas,,"New York, NY, United States"
421654,185,nathan1177223,,"Fort Lauderdale, FL, USA, "
421654,185,adam447,,"Silver Spring, MD, United States"
421654,185,patrick681,,", , "
421654,185,gregory260,,"Seattle, WA, United States"
421654,185,raymundorule,,"Gulf Breeze, FL, United States"
421654,185,james847,,"Troy, MI, United States"
421654,185,tom399,,"Cranston, RI, United States"
421654,185,moreaucatholic259,,"Hayward, CA, United States"
421654,185,blackte,,"Irvine, CA, United States"
421654,185,drewomn,,"Schaumburg, IL, United States"
421654,185,ann683,,"Byron, MN, United States"
421654,185,syzyg,,"Fremont, CA, United States"
421654,185,parthiban894,,", , United States"
421654,185,claus969,,"Hooksett, New Hampshire, United States"
421654,185,craig620,,"Chicago, IL, United States"
421654,185,doug821,,"Orem, Utah, United States"
421654,185,patricia585,,"Juneau, Alaska, United States"
421654,185,brett133,,"San Jose, CA, United States"
421654,185,jacob942,,"Oslo, , Norway"
421654,185,nitin995,,", , "
421654,185,sue986,,"Dedham, Massachusetts, United States"
421654,185,kim1521423,,", , United States"
