Borrower_ID,Lender_final_count,LenderID_ordered_by_lending,Lender_Geo_Location,Lender_HomeTown
427307,36,jean920,,"Kimberton, PA, United States"
427307,36,angela526,,"Irvine, CA, United States"
427307,36,frances787,,"Bethany, OK, United States"
427307,36,ricardo461,,"Santiago, , Chile"
427307,36,tara328,,", , United States"
427307,36,jane144,,"Coral Gables, FL, United States"
427307,36,david161,,"Peoria, IL, United States"
427307,36,bob655,,", , "
427307,36,ole802,,"Hvidovre, , Denmark"
427307,36,robertl342,,", , United States"
427307,36,jerry267,,"Vernon, British Columbia, Canada"
427307,36,ted871,,"Chicago, IL, United States"
427307,36,gerr,,"Studio City, CA, United States"
427307,36,john2898973,,", , "
427307,36,jamboo,,"San Francisco, CA, United States"
427307,36,yiu136,,", , "
427307,36,gooddogg,,"Front Porch , , "
427307,36,kathleen183,,", , "
427307,36,worldloveorganizatio,,"Newport Beach, CA, United States"
427307,36,ganesh820,,"Team LOTUS, Lend Out To Uplift Self-sufficiency, United States"
427307,36,nayssan447,,"Los Angeles, CA, United States"
427307,36,helene623,,"Seabrook, TX, United States"
427307,36,zoe652,,", , "
427307,36,jenda931,,", , "
427307,36,sony741,,", , "
427307,36,prasad498,,"PORTLAND, OR, United States"
427307,36,chandra650,,"Greenwich, CT, United States"
427307,36,gary470,,"Tucson, AZ, United States"
427307,36,bryson310,,"wrightsville beach, north carolina, United States"
427222,150,rich499,,"austin, TX, United States"
427222,150,robert958,,"Rancho Cucamonga, CA, United States"
427222,150,mary240,,"waxhaw, nc, United States"
427222,150,hana632,,", , United States"
427222,150,marinaevito279,,", , "
427222,150,ashley5468126,,"Salt Lake City, Utah, United States"
427222,150,katherine303,,"Black Rock, Victoria, Australia"
427222,150,anssi129,,", , Finland"
427222,150,richard3456404,,"New Denver, British Columbia, Canada"
427222,150,curtis723,,"Austin, TX, United States"
427222,150,linda929,,"Salem, MA, United States"
427222,150,diana510,,"Little Washington, North Carolina, United States"
427222,150,patti877,,"Hilo, HI, United States"
427222,150,olivier895,,"NANTES, , France"
427222,150,eddie387,,"Berghem, , Netherlands"
427222,150,loren697,,", , "
427222,150,troy796,,"Seattle, WA, United States"
427222,150,vuffray159,,"Bellevaux, , France"
427222,150,diana992,,"Brooklyn, NY, United States"
427222,150,kurt815,,"Aiea, HI, United States"
427222,150,simone944,,"Sydney, NSW, Australia"
427222,150,synack482,,"Emmen, , Netherlands"
427222,150,michael861,,"Northfield, IL, United States"
427222,150,becky567,,"Richland, WA, United States"
427222,150,hikaru371,,", , "
427222,150,delsa780,,"Lubbock, Texas, United States"
427222,150,patrick875,,"evergreen park, IL, United States"
427222,150,jamesclayton948,,"Rio de Janeiro, RJ, Brazil"
427222,150,jane538,,", Louisiana, United States"
427222,150,wolfgang377,,"Dortmund, , Germany"
427222,150,gerriteicke,,"Halver, NRW, Germany"
427222,150,amy268,,", , "
427222,150,juanpedro187,,"San Fernando Henares, Madrid, Spain"
427222,150,stephen180,,", , "
427222,150,melissa910,,", , "
427222,150,trudg,,"London, London, United Kingdom"
427222,150,tatsuo197,,"Yokohama, Kanagawa, Japan"
427222,150,nicoduran,,"Geneva, , Switzerland"
427222,150,thrift565,,", , "
427222,150,jose294,,"HONG KONG, SAR - CHINA, Hong Kong"
427222,150,thomas5670904,,"Neustadt, , Germany"
427222,150,bob473,,"Dallas, , United States"
427222,150,miriam823,,", , "
427222,150,lisa3329423,,"Portland, Oregon, United States"
427222,150,maartje298,,", , United States"
427222,150,patrick311,,"Hamburg, , Germany"
427222,150,patrikmalmquis,,"Kungalv, , Sweden"
427222,150,vincent536,,", , "
427222,150,susan522,,"Chelsea, Quebec, Canada"
427222,150,zhenting405,,", , Singapore"
427222,150,joel661,,", , "
427222,150,sorenb,,", , Denmark"
427222,150,james529,,"Dallas, TX , United States"
427222,150,stpaulsunitedchurcho665,,"Malone, WI , United States"
427222,150,osma,,"Santa Clara, CA, United States"
427222,150,jensdamsgaardvana,,"Oslo, , Norway"
427222,150,greenlight2015256,,"Seattle, WA, United States"
427222,150,r392,,"Bay Area, CA, United States"
427222,150,mattiaslave,,"Gothenburg, , Sweden"
427222,150,dirk229,,"Essen, , Germany"
427222,150,trolltech446,,"Oslo, , Norway"
427222,150,nullplu,,", , Germany"
427222,150,clive591,,"Hong Kong, , Hong Kong"
427222,150,thible,,"Chalon s\\\/s, , France"
427222,150,missy919,,"Omaha, Nebraska, United States"
427222,150,monika688,,"Huntington Beach, California, United States"
427222,150,sophia981,,"Conder, Australian Capital Territory, Australia"
427222,150,kamen935,,", , "
427222,150,gilbarde,,"Honolulu, HI, United States"
427222,150,armin257,,"Stuttgart, , Germany"
427222,150,frankrslettebakke,,"Oslo, , Norway"
427222,150,allison472,,", Ontario, Canada"
427222,150,becky440,,"Sauk City, WI, United States"
427222,150,kathy103,,", , "
427222,150,sharon379,,"Birmingham, AL, United States"
427222,150,maxandemy635,,"Albignasego, Padova, Italy"
427222,150,wietske908,,"Lausanne, , Switzerland"
427222,150,halfthehimmel491,,", , "
427222,150,david519,,"Melbourne, VIC, Australia"
427222,150,barbara561,,"Winamac, IN, United States"
427222,150,allison833,,", , "
427222,150,wallace529,,"Seattle, WA, United States"
427222,150,kyle986,,", , "
427222,150,annibel,,"Halle, , Germany"
427222,150,laurent593,,"Brussels, , Belgium"
427222,150,cat298,,"Farmingdale, NJ, United States"
427222,150,noriko792,,"Kobe, Hyogo, Japan"
427222,150,kelly775,,", , "
427222,150,elisabeth196,,"Boston, MA, United States"
427222,150,wayne236,,", , "
427222,150,penny199,,"Darfield, Canterbury, New Zealand"
427222,150,olivia319,,"Minneapolis, MN, United States"
427222,150,eve234,,"Algonquin, IL, United States"
427222,150,ian197,,"Norwich, Norfolk, United Kingdom"
427222,150,ellen884,,"Winnipeg, Manitoba, Canada"
427222,150,ronald874,,"Andover, Minnesota, United States"
427222,150,Scatandstaf,,"Cranbrook, British Columbia, Canada"
427222,150,25perda,,"Victoria, BC, Canada"
427222,150,jarmo664,,", , Finland"
427222,150,rosermatthias658,,", , Switzerland"
427222,150,georges763,,"Paris, , France"
427222,150,susannah198,,", , Germany"
427222,150,nuno756,,"Set\\u00fabal, , Portugal"
427222,150,paul598,,"Margaret River, WA, Australia"
427222,150,maggie338,,", , "
427222,150,mark821,,"Navan, Co. Meath, Ireland"
427222,150,alistair976,,"London, London, United Kingdom"
427222,150,elisabeth114,,"43733 Lindome, , Sweden"
427222,150,williamyi,,"Frisco, TX, United States"
427222,150,john4752852,,", , "
427222,150,wendyj757,,", , "
427222,150,lisa136,,", , "
427222,150,jordan480,,", , "
427222,150,carol389,,"Caboolture , Qld, Australia"
427222,150,isabel898,,", , "
427222,150,emily917,,", , "
427222,150,jim660,,"Portland, OR, United States"
427222,150,ronanita683,,", , "
427222,150,sterling669,,"Ellensburg, WA, United States"
427222,150,francesco628,,"Milan, , Italy"
427222,150,peter906,,"Clayton, MO, United States"
427222,150,lydia545,,"Groningen, , Netherlands"
427222,150,pggm962,,"Zeist, , Netherlands"
427222,150,alexander548,,"Cupar, Fife, United Kingdom"
427222,150,zoe686,,"Toronto, Ontario, Canada"
427222,150,andrew535,,"London, London, United Kingdom"
427222,150,kelly438,,"Nashville, TN, United States"
427222,150,kate147,,"Philadelphia, PA, United States"
427222,150,david4917470,,"Hod HaSharon, HaMerkaz, Israel"
427222,150,james154,,"Wonga Park, Victoria, Australia"
427222,150,ericganong331,,"Oakville, Ontario, Canada"
427222,150,graciete893,,", , Portugal"
427222,150,mike770,,"London, Surrey, United Kingdom"
427222,150,kim800,,"KivaFriends.org, , Japan"
427222,150,mike7619800,,", , United States"
427222,150,barrie732,,"Barrie, Ontario, Canada"
427222,150,szucheng256,,"\\u5e03\\u65bd\\u611b\\u8a9e, \\u5229\\u884c\\u540c\\u4e8b, Taiwan"
427222,150,bernmut,,"Beaverton, Oregon, United States"
427222,150,james134,,"san francisco, CA, United States"
427222,150,kimberly169,,"Phoenix, AZ, United States"
427222,150,robert8923615,,"San Ramon, CA, United States"
427222,150,melanieanddrew478,,"Willits, CA, United States"
427222,150,trentrainyanddavin481,,", , United States"
427222,150,linda952,,"San Francisco, CA, United States"
427222,150,matt889,,"Centerville, Ohio, United States"
427222,150,brenda144,,"Mission, KS, United States"
427222,150,jeroendedau,,"Gent, , Belgium"
427222,150,katherine886,,"New York, NY, United States"
427222,150,ethelj142,,"Hollywood, FL, United States"
427222,150,marcy740,,"Keizer, OR, United States"
426777,35,rich499,,"austin, TX, United States"
426777,35,christopher440,,"Norristown, PA, United States"
426777,35,seanhowel,,"Seattle, WA, United States"
426777,35,robert372,,"Longmont, CO, United States"
426777,35,john531,,"Sheffield, South Yorkshire, United Kingdom"
426777,35,samantha539,,", , United States"
426777,35,dave734,,"Gig Harbor, WA, United States"
426777,35,trauffe,,"Zurich, , Switzerland"
426777,35,james127,,"Conroe, TX, United States"
426777,35,leslie432,,"Bismarck, ND, United States"
426777,35,jean947,,"PARIS, , France"
426777,35,kim384,,"Cincinnati, OH, United States"
426777,35,oleg202,,"Chiyoda-ku, Tokyo, Japan"
426777,35,ayjbusinessclass290,,"Kanata, Ontario, Canada"
426777,35,qualityhobbysho,,"Edmonton, Alberta, Canada"
426777,35,3bedition,,"DIJON, , France"
426777,35,robert3012705,,"Austin, TX, United States"
426777,35,susan9195661,,"Calgary, Alberta, Canada"
426777,35,kivaatconferece199,,", , Canada"
426777,35,trolltech446,,"Oslo, , Norway"
426777,35,shonaandmarc362,,"Adelaide , , Australia"
426777,35,ramona909,,"Biebergemuend, , Germany"
426777,35,dan373,,"Chicago, IL, United States"
426777,35,sandrine733,,"Paris, , France"
426777,35,bmara,,"New York, NY, United States"
426777,35,r392,,"Bay Area, CA, United States"
426777,35,carol365,,"Tallahassee, FL, United States"
426777,35,cliff982,,"Seattle, WA, United States"
426777,35,PreethaSrin,,"Katy, TX, United States"
426777,35,irene472,,"OSLO, , Norway"
426777,35,ptr,,"Simi Valley, CA, United States"
426777,35,kwart,,"Leusden, Utrecht, Netherlands"
426777,35,stephen491,,"London, London, United Kingdom"
426777,35,tiagofout,,"Lisboa, , Portugal"
426777,35,roman974,,"St.Gallen, , Switzerland"
427726,105,james610,,"Isfield, East Sussex, United Kingdom"
427726,105,compadres937,,"Temecula, CA, United States"
427726,105,hazel167,,"Derby, , United Kingdom"
427726,105,yann848,,"Marcinelle, Hainaut, Belgium"
427726,105,solsticebahama,,", , Bahamas"
427726,105,dariolope,,"London, London, United Kingdom"
427726,105,marge808,,"Clovis, CA, United States"
427726,105,gooddogg,,"Front Porch , , "
427726,105,mary9931838,,", , "
427726,105,serge716,,", , "
427726,105,max549,,", , "
427726,105,elizabeth6380246,,"Toronto, Ontario, Canada"
427726,105,adam659,,", , "
427726,105,leah525,,"Fort Lauderdale, FL, United States"
427726,105,margo153,,", , "
427726,105,j200,,", , "
427726,105,parinazalaba,,"Toronto, Ontario, Canada"
427726,105,david6372650,,", , "
427726,105,sunil893,,"Everett, WA, United States"
427726,105,jennifer174,,"San Luis Obispo, CA, United States"
427726,105,P2PMinhNguyen,37.7751998901367 -122.418998718262,"San Francisco, CA, United States"
427726,105,michael844,,", , "
427726,105,jamesclayton948,,"Rio de Janeiro, RJ, Brazil"
427726,105,nikolai,,"Palatine, Illinois, United States"
427726,105,dennisli,,", , "
427726,105,james125,,"Evanston, IL, United States"
427726,105,barryanddenise675,,"Oxnard, CA, United States"
427726,105,shane287,,"Aurora, o HI o, United States"
427726,105,cliff751,,", , "
427726,105,kevinmage,,"Brantford, Ontario, Canada"
427726,105,donald334,,", , "
427726,105,ed628,,"Naples, FL, United States"
427726,105,bob750,,"Thunder Bay, Ontario, Canada"
427726,105,marisa811,,", , "
427726,105,jane9691175,,", , "
427726,105,peggy216,,"Denver, CO, United States"
427726,105,susan901,,"Alexandria, Virginia, United States"
427726,105,kristina667,,", , "
427726,105,apochiraj,,"North Bergen, NJ, United States"
427726,105,margaret562,,"Seattle, WA, United States"
427726,105,sophie934,,", , "
427726,105,clayton207,,"Avon, NC, United States"
427726,105,laura169,,"Alameda, CA, United States"
427726,105,dina705,,", , "
427726,105,fran384,,", Tasmania, Australia"
427726,105,omar786,,"Dublin, Dublin, Ireland"
427726,105,steve690,,"Minneapolis, MN, United States"
427726,105,oili470,,", , Finland"
427726,105,barbara573,,"Glenmont, NY, United States"
427726,105,lee790,,"Miami, Fl., United States"
427726,105,jessica449,,"Chicago, IL, United States"
427726,105,theycallmethebrees,,"Somerville, MA, United States"
427726,105,michael8265114,,"Gold River, British Columbia, Canada"
427726,105,victor380,,"Blue Bell, PA, United States"
427726,105,drew274,,"Charlotte, NC, United States"
427726,105,margo616,,", , "
427726,105,brian5758641,,"Sydney, , Australia"
427726,105,janet561,,"Eugene, Oregon, United States"
427726,105,stephen305,,"Ottawa, , Canada"
427726,105,rotheknott773,,"cologne, , Germany"
427726,105,marianne745,,"Reichenau, , Germany"
427726,105,bundreichenau361,,"Reichenau, , Germany"
427726,105,andre608,,"Pasadena, CA, United States"
427726,105,betty266,,"Vancouver, WA, United States"
427726,105,natalie885,,"Lake Forest, IL, United States"
427726,105,johnstonheight,,"Surrey, British Columbia, Canada"
427726,105,ellen527,,", , "
427726,105,rebecca5348705,,", , "
427726,105,lindsaycarlso,,"Los Angeles, CA, United States"
427726,105,jennifer326,,", , "
427726,105,kim814,,"Chicago, Illinois, United States"
427726,105,jean525,,", , "
427726,105,john6174829,,"Atlanta, GA, United States"
427726,105,david1518252,,", , "
427726,105,monika628,,", , "
427726,105,FrequentMile,,"Ann Arbor, MI, United States"
427726,105,eric144,,", , "
427726,105,Schascho,,"Ebi, , Switzerland"
427726,105,beth7485665,,", , "
427726,105,alvin471,,"rosenort, Manitoba, Canada"
427726,105,trolltech446,,"Oslo, , Norway"
427726,105,atie134,,"Carrazedo-Bucos, Braga, Portugal"
427726,105,stuart520,,"Chicago, IL, United States"
427726,105,jo,,"Ghent, East Flanders, Belgium"
427726,105,petri198,,"Littoinen, , Finland"
427726,105,neuberco,,"Halle (Saale), , "
427726,105,dominic4026279,,"Sugar Land, TX, United States"
427726,105,daniel565,,"Austin, TX, United States"
427726,105,jennie325,,", , "
427726,105,kimberly960,,", , "
427726,105,delbert856,,", , "
427726,105,janice939,,"Melbourne, Victoria, Australia"
427726,105,hal251,,", , "
427726,105,jason621,,"Woods Cross, UT, United States"
427726,105,john381,,"Ottawa, Ontario, Canada"
427726,105,gaylehenricka299,,"Houston, TX, United States"
427726,105,daria534,,"Olney, Maryland, United States"
427726,105,rita753,,", , "
427726,105,helene127,,"Naperville, IL, United States"
427726,105,mariejosphe371,,", , France"
427726,105,denis635,,", , "
427726,105,deborah262,,", , United States"
427726,105,laura426,,", , "
427726,105,nancy658,,"Redmond, WA, United States"
427726,105,tuyet289,,"London, London, United Kingdom"
424455,34,dianne317,,"Perth, Western Australia, Australia"
424455,34,norman678,,", LA, United States"
424455,34,andr680,,", , "
424455,34,alexandra137,,"Pittsburgh, PA, United States"
424455,34,sebastien543,,", MI, United States"
424455,34,dan811,,"Norristown, PA, United States"
424455,34,kiepma,,"Diekirch, , "
424455,34,frank3558782,,"Brussels, , Belgium"
424455,34,christopher517,,"San Jose, California, United States"
424455,34,kivaatconferece199,,", , Canada"
424455,34,gooddogg,,"Front Porch , , "
424455,34,karen679,,"Clovis, CA, United States"
424455,34,trolltech446,,"Oslo, , Norway"
424455,34,tim155,,"San Francisco, CA, United States"
424455,34,carien353,,"http:\\\/\\\/KivaFriends.org, s hertogenbosch, Netherlands"
424455,34,karen179,,"Scottsdale, AZ, United States"
424455,34,meghanrose523,,"Ottawa, ON, Canada"
424455,34,francoise244,,", , Luxembourg"
424455,34,nullplu,,", , Germany"
424455,34,charles465,,"Bowling Green, KY, United States"
424455,34,janeedward931,,", , United States"
424455,34,severin885,,", , "
424455,34,andreas442,,"Z\\u00fcrich, , Switzerland"
424455,34,katherine421,,", , Australia"
424455,34,michael7279404,,"New York, New York, United States"
424455,34,lkb,,"Austin, Tx, United States"
424455,34,erin484,,"Callicoon, New York, United States"
424455,34,james134,,"Wiarton, Ontario, Canada"
424455,34,hoo,,"Triefenstein, Bavaria, Germany"
424455,34,susanna908,,"Ricigliano, Salerno, Italy"
424455,34,WHY,,"New York City, prefer somewhere on a plane, "
424455,34,shonaandmarc362,,"Adelaide , , Australia"
424455,34,obay164,,", VA, United States"
424455,34,kate574,,"New Paltz, NY, United States"
430408,36,navaro446,,"Vancouver, British Columbia, Canada"
430408,36,howard701,,"pinole, CA, United States"
430408,36,andreas238,,"Koeln, , Germany"
430408,36,steven325,,"Cheltenham, Gloucestershire, United Kingdom"
430408,36,darren213,,"Ottawa, Ontario, Canada"
430408,36,valandderek284,,"Thornton, Colorado, United States"
430408,36,jonathan576,,"Waitakere, , New Zealand"
430408,36,jennifer4265243,,", , "
430408,36,jeanine398,,"Auli, , Norway"
430408,36,PreethaSrin,,"Katy, TX, United States"
430408,36,je,,", , United States"
430408,36,olav993,,"Ulset, Bergen, Norway"
430408,36,lesquennevaisschoo985,,"St Brelade, Jersey CI, United Kingdom"
430408,36,lt618,,"Jacksonville, FL, United States"
430408,36,brent937,,"Delray Beach, FL, United States"
430408,36,carly562,,"Denmark, Western Australia, Australia"
430408,36,denise3100154,,", , Japan"
430408,36,jonathan883,,", London, United Kingdom"
430408,36,eva232,,"Amsterdam, , Netherlands"
430408,36,karen352,,"Dubai, Dubai Emirate, United Arab Emirates"
430408,36,roberto567,,"San Benedetto del Tronto, , Italy"
430408,36,lisada,,"Helsingoer, , Denmark"
430408,36,ruth868,,"Gattikon, , Switzerland"
430408,36,saveriomirodd,,"Berlin, , Germany"
430408,36,petter841,,"Oslo, Oslo, Norway"
430408,36,james138,,"Haywards Heath, West Sussex, United Kingdom"
430408,36,keryn770,,"Flemington, Victoria, Australia"
430408,36,brittmarie926,,"stockholm, , Sweden"
430408,36,victor722,,"Rosedale, MD, United States"
430408,36,dolfbek,,"Nederweert, , Netherlands"
430408,36,kimberly725,,"Indianapolis, IN, United States"
430408,36,simon465,,"Pembury, Kent, United Kingdom"
430408,36,arend622,,", , Netherlands"
430408,36,scot299,,"Gregory, MI, United States"
430408,36,darren385,,"woodside, South Australia, Australia"
430408,36,trond734,,"Isdalsto, Hordaland, Norway"
431960,36,emile690,,"Coral Gables, FL, United States"
431960,36,eliasdebba,,"New York, NY, United States"
431960,36,leigh974,,"New York, NY, United States"
431960,36,matt564,,"Rayleigh, Essex, United Kingdom"
431960,36,stuart592,,", , "
431960,36,ronald884,,"Montreal, Quebec, Canada"
431960,36,sarah5703240,,"San Leandro, CA, United States"
431960,36,moin732,,", , "
431960,36,ray474,,"Eindhoven, , Netherlands"
431960,36,richard459,,"Manchester, Cheshire, United Kingdom"
431960,36,pureum810,,"Durham, NC, United States"
431960,36,eleanor140,,"Grapeview, WA, United States"
431960,36,ben624,,"Rotterdam, , Netherlands"
431960,36,saied948,,", , "
431960,36,CP,,"San Francisco, CA, United States"
431960,36,tania202,,"Ojai, CA, United States"
431960,36,abdullah285,,", , "
431960,36,trolltech446,,"Oslo, , Norway"
431960,36,mike586,,"Stevenage, Herts, United Kingdom"
431960,36,rihab414,,"Austin, TX, United States"
431960,36,joedonna975,,"riverside, IL, United States"
431960,36,justin367,,", , "
431960,36,abbas831,,", , "
431960,36,max489,,", , Sweden"
431960,36,maryanne572,,"Auckland, Auckland, New Zealand"
431960,36,tone751,,", , "
431960,36,pamela212,,"lake forest, CA, United States"
431960,36,laurent597,,"Rouen, , France"
431960,36,collinferr,,"Louisville, KY, United States"
431960,36,sharon991,,"warren, PA, United States"
431960,36,arlene979,,", , "
431960,36,james234,,"sun valley, ID, United States"
431960,36,ryan620,,", , "
431960,36,scott634,,"Sidney, British Columbia, Canada"
431960,36,harry545,,"auburn, AL, United States"
431960,36,michael128,,"BOWLING GREEN, KY, United States"
431223,342,michael1456712,,"V\\u00e4stra Fr\\u00f6lunda, , Sweden"
431223,342,rita678,,"Abercarn, Wales, United Kingdom"
431223,342,zanna139,,", , "
431223,342,daniel471,,"Sandy, UT, United States"
431223,342,richard953,,", , "
431223,342,isabel631,,", , "
431223,342,simeon232,,"Bronx, NY, United States"
431223,342,isabelle282,,"Montreal, Quebec, Canada"
431223,342,andrew598,,", , "
431223,342,lushfa,,"Richboro, PA, United States"
431223,342,ola511,,"Oslo, , Norway"
431223,342,marjorie202,,", , "
431223,342,amun866,,", , "
431223,342,ahkila,,"New York, NY, United States"
431223,342,jennifer112,,"Seattle, Washington, United States"
431223,342,carlo525,,"toronto, Ontario, Canada"
431223,342,derrickleon,,"Cupertino, CA, United States"
431223,342,diane116,,"Ann Arbor, MI, United States"
431223,342,leclerc981,,"Breakeyville, Quebec, Canada"
431223,342,paul204,,"Harwich, MA, United States"
431223,342,andrea2493389,,"Bronx, New York, United States"
431223,342,dawn502,,"Honolulu, HI, United States"
431223,342,killa661,,", , "
431223,342,ralph442,,"Hillsborough, NJ, United States"
431223,342,garnet344,,"Rowville, Victoria, Australia"
431223,342,sudhar,,"Chicago, IL, United States"
431223,342,irene923,,", MAINE, United States"
431223,342,holly882,,"San Francisco, CA, United States"
431223,342,amy419,,"San Leandro, California, United States"
431223,342,penny977,,"Vancouver, British Columbia, Canada"
431223,342,alicia709,,", , "
431223,342,sarah3852237,,", , "
431223,342,jenny,,"Boulder, CO, United States"
431223,342,susan535,,"DOUBLEVIEW, Western Australia, Australia"
431223,342,baraka461,,"sammamish, WA, United States"
431223,342,george388,,", , "
431223,342,jill778,,"seattle, WA, United States"
431223,342,doug507,,"New Haven, CT, United States"
431223,342,lauren5185328,,", , "
431223,342,johanne267,,"issaquah, WA, United States"
431223,342,heidi396,,", , "
431223,342,diana712,,", , "
431223,342,kathryn7444306,,"Richmond, Virginia, United States"
431223,342,andrea101,,", , "
431223,342,mike751,,"Midland, MI, United States"
431223,342,jennifer4592444,,", , United States"
431223,342,lauren148,,", , "
431223,342,renee684,,", , "
431223,342,bonnieandsteve581,,"Denver, CO, United States"
431223,342,jessica264,,"LOS ANGELES, CA, United States"
431223,342,sara341,,", , "
431223,342,soeri,47.3689994812012 8.53802967071533,"Zurich, , Switzerland"
431223,342,lyn700,,", , "
431223,342,lauren841,,", CT, United States"
431223,342,billwilde,,"Needham, MA, United States"
431223,342,cherie497,,"Perth, Western Australia, Australia"
431223,342,quina420,,", , United States"
431223,342,rachel5884301,,", , United States"
431223,342,eric4045594,,"Portland, Maine, United States"
431223,342,kate577,,"La Verne, CA, United States"
431223,342,emily3293659,,", , "
431223,342,amnestyinternational274,,"Salt Lake City, UT, United States"
431223,342,bonnie363,,"Canajoharie, NY, United States"
431223,342,rhoen895,,", , "
431223,342,DustinRya,,"Calgary, Alberta, Canada"
431223,342,brian930,,"New York, NY, United States"
431223,342,tanya525,,"Chestermere, Alberta, Canada"
431223,342,amanda433,,"Fairborn, OH, United States"
431223,342,JennyandPhilip,,"Brisbane, Queensland, Australia"
431223,342,courtneyandbob524,,", , "
431223,342,nathan466,,"Chandler, AZ, United States"
431223,342,matthew807,,"Pageland, SC, United States"
431223,342,kelsey845,,"Terre Haute, IN, United States"
431223,342,emily783,,"Ashford, CT, United States"
431223,342,LutherKiv,,"Decorah, IA, United States"
431223,342,mayur975,,", FL, United States"
431223,342,jennifer5465349,,"MISHAWAKA, IN, United States"
431223,342,johanne859,,", , "
431223,342,fucafor558,,"Arvada, CO, United States"
431223,342,lisa142,,", , "
431223,342,michael722,,"Toronto, ON, Canada"
431223,342,camille692,,"Austin, TX, United States"
431223,342,drsgrt611,,", , "
431223,342,patti720,,"Baltimore, Ohio, United States"
431223,342,gail618,,"Rochester, Michigan, United States"
431223,342,carla447,,"Portland, OR, United States"
431223,342,ross257,,", , "
431223,342,ada564,,"San Francisco, CA, United States"
431223,342,mate230,,"Budapest, Budapest, Hungary"
431223,342,julia925,,", , "
431223,342,bill498,,", , "
431223,342,gaurav760,,"Forest Hills, NY, United States"
431223,342,wayne250,,"Ponchatoula, LA, United States"
431223,342,connie156,,"Muncie, IN, "
431223,342,codyandsophie580,,"Calgary, Alberta, Canada"
431223,342,richard517,,"Pacific Palisades, CA, United States"
431223,342,charles209,,"Newport Beach, CA, United States"
431223,342,jennifer897,,", , "
431223,342,christina688,,"Grants Pass, OR, United States"
431223,342,max904,,"new norfolk, Tasmania, Australia"
431223,342,susan7995696,,", , "
431223,342,jay565,,"Orem, UT, United States"
431223,342,pari992,,"West Chester, PA, United States"
431223,342,brooke926,,"Novato, CA, United States"
431223,342,charlene925,,"Courtenay, British Columbia, Canada"
431223,342,jennifer4822301,,"Appleton, WI, United States"
431223,342,brandt892,,"Telluride, Co, United States"
431223,342,michele317,,", , "
431223,342,laura118,,", , "
431223,342,lisa873,,"San Francisco, CA, United States"
431223,342,fred261,,"Gladesville, NSW, Australia"
431223,342,inmemoryofmatthew422,,"Fresno, CA, United States"
431223,342,corbin103,,", , "
431223,342,john513,,"Los Gatos, CA, United States"
431223,342,erik256,,"Washington, DC, United States"
431223,342,oliver380,,"Kent, WA, United States"
431223,342,linda4832328,,"Houston, TX, United States"
431223,342,akio185,,"Kanazawa, Ishikawa, Japan"
431223,342,meagan547,,", , "
431223,342,amy794,,"Spring Hill, TN, United States"
431223,342,marina595,,"Maarssen, Utrecht, Netherlands"
431223,342,jeff456,,"San Jose, CA, United States"
431223,342,ali865,,", , "
431223,342,ileana645,,"Katy, TX, United States"
431223,342,emily858,,"Markham, Ontario, Canada"
431223,342,julie984,,", , "
431223,342,tobias225,,"Stockholm, Stockholm, Sweden"
431223,342,jane743,,", , "
431223,342,bettinaramesh531,,"Dubai, Dubai, United Arab Emirates"
431223,342,neil543,,"Perth, Western Australia, Australia"
431223,342,james8842706,,", , United States"
431223,342,michiel799,,"Amsterdam, , Netherlands"
431223,342,karin990,,"Mountain View, CA, United States"
431223,342,jill383,,"Edmonton, Alberta, Canada"
431223,342,antonia858,,"Sydney, New South Wales, Australia"
431223,342,tamar676,,", , "
431223,342,johanna435,,"Gold Coast, Queensland, Australia"
431223,342,melanie688,,", , "
431223,342,sickmille,,"Jackson, MI, United States"
431223,342,joslene357,,"Montreuil, , France"
431223,342,marykatherine210,,"Calgary, Alberta, Canada"
431223,342,amelia850,,"Nightcliff, Northern Territory, Australia"
431223,342,kees936,,"Zeewolde, , "
431223,342,issei800,,"Minat-ku, Tokyo, Japan"
431223,342,pippa969,,"Chadstone Centre, Victoria, Australia"
431223,342,andrewandchristine604,,"Levin, Horowhenua, New Zealand"
431223,342,1122chelse,,"Los Angeles, CA, United States"
431223,342,miroslava161,,"Sofia, , Bulgaria"
431223,342,katherine146,,"Hong Kong, , Hong Kong"
431223,342,peng576,,"Delft, , Netherlands"
431223,342,renemaye,,"Bremen, HB, Germany"
431223,342,john864,,"OAKHAM, Rutland, United Kingdom"
431223,342,vernon422,,"London, London, United Kingdom"
431223,342,kerstinandtil,,"Berlin, , Germany"
431223,342,xaro,,"Gothenburg, , Sweden"
431223,342,werner642,,", , "
431223,342,ursula372,,"Vancouver, British Columbia, Canada"
431223,342,eirik375,,"Rotterdam, , Norway"
431223,342,olemartin529,,"Drammen, , Norway"
431223,342,luther268,,"San Antonio, AE, United States"
431223,342,isamu900,,", , Japan"
431223,342,john3748106,,"Goshen, IN, United States"
431223,342,daniel503,,"Toulouse, , France"
431223,342,patrick731,,"Trier, , Germany"
431223,342,greg172,,"Nags Head, NC, United States"
431223,342,adam257,,"London, , United Kingdom"
431223,342,marijn523,,"Dordrecht, , Netherlands"
431223,342,joe132,,"Calgary, Alberta, Canada"
431223,342,peter958,,", Wicklow, Ireland"
431223,342,jon415,,"Cardiff, S. Glamorgan, United Kingdom"
431223,342,judith632,,"Victor, NY, United States"
