Borrower_ID,Lender_final_count,LenderID_ordered_by_lending,Is_Fellow
416615,12,hans382,no
416615,12,chrisefros,no
416615,12,coolaj8,no
416615,12,kurtis273,no
416615,12,julie753,no
416615,12,PreethaSrin,no
416615,12,AustinOehlerkin,no
416615,12,trolltech446,no
416615,12,vicky774,no
416615,12,catherine293,no
417787,188,ari582,no
417787,188,bob473,no
417787,188,marc653,no
417787,188,elizabeth7140506,no
417787,188,kevin4207696,no
417787,188,mary2024667,no
417787,188,edith846,no
417787,188,joinFIT,no
417787,188,grovecity834,no
417787,188,dewey550,no
417787,188,trina890,no
417787,188,pat200,no
417787,188,charlie444,no
417787,188,joshua860,no
417787,188,ronita859,no
417787,188,jonathon644,no
417787,188,dennis371,no
417787,188,megan949,no
417787,188,myniceti,no
417787,188,stonesoupers287,no
417787,188,delsa780,no
417787,188,miguel197,no
417787,188,pauliina358,no
417787,188,wiro912,no
417787,188,tom749,no
417787,188,andre736,no
417787,188,denise111,no
417787,188,darren962,no
417787,188,justin482,no
417787,188,joubinandvahisht,no
417787,188,lisa559,no
417787,188,steven871,no
417787,188,giovannicataldi408,no
417787,188,daryoosh724,no
417787,188,kyjjmn144,no
417787,188,franciscoinfant,no
417787,188,chalmers327,no
417787,188,vic662,no
417787,188,glenn356,no
417787,188,laura9133657,no
417787,188,christine181,no
417787,188,vineet,no
417787,188,jillian164,no
417787,188,beverly748,no
417787,188,kanwal321,no
417787,188,maarten792,no
417787,188,nick873,no
417787,188,harold599,no
417787,188,darrell612,no
417787,188,robert3012705,no
417787,188,andrewhoffma,no
