thomas3791, 
gpg5402, 
szucheng2565, 
karenmarie, 
wxao7904, 
lincoln4338, 
ed4062, 
ganesh8203, 
ratko5131, 
jeanluc9583, 
feg4193, 
kim8007, 
strictlysheep9833, 
kristina2665,38.8338816 -104.8213634
zeenat1322,51.045113 -114.057141
eric9061,30.267153 -97.7430608
michaelkoch,56.26392 9.501785
venetia1762,37.09024 -95.712891
akihiro3122,40.4258686 -86.9080655
bert4733,51.5073346 -0.1276831
richard4535,40.7143528 -74.0059731
monica1645,37.09024 -95.712891
jacob5847,29.7601927 -95.3693896
dinakar8702,38.6779591 -121.1760583
Mpluso,-37.8136111 144.9630556
nat9792,43.653226 -79.3831843
migmigmig,37.7749295 -122.4194155
peter7186,-27.4709331 153.0235024
pc5258,37.7749295 -122.4194155
bruce9946,37.09024 -95.712891
graeme2237,-23.8752718 151.2499459
ewan2851,-40.900557 174.885971
benthelefty,32.5251516 -93.7501789
magne4449,59.9138688 10.7522454
tonya9957,43.0730517 -89.4012302
trevor5852,43.653226 -79.3831843
bjarne4086,56.130366 -106.346771
elisha6778,34.0522342 -118.2436849
robert5426,43.653226 -79.3831843
lisa1349,39.978371 -86.1180435
jeff1709,37.7749295 -122.4194155
alliance7867,33.4483771 -112.0740373
yourchurchweb,37.09024 -95.712891
lordbeaverbrookhighs2715,51.045113 -114.057141
denise6778,37.09024 -95.712891
sonja1784,36.4388364 -118.9045445
vade7958,36.0625795 -94.1574263
echolw2313,-25.274398 133.775136
rdrakey,-27.4709331 153.0235024
HERRERA313,35.3732921 -119.0187125
ray7881,38.5815719 -121.4943996
ted8712,41.8781136 -87.6297982
aaron83574977,37.7749295 -122.4194155
darthbear,40.7143528 -74.0059731
maffiou,51.454513 -2.58791
silvia4387,51.5073346 -0.1276831
kivanewyork,40.7143528 -74.0059731
pam35322472,37.09024 -95.712891
barry1280,36.255123 -115.2383485
molly18871646,39.977763 -105.1319296
samer8440,40.7143528 -74.0059731
paul7517,40.7143528 -74.0059731
genesis2882,37.09024 -95.712891
francisco8583,37.7749295 -122.4194155
nola3308,37.09024 -95.712891
yael5892,46.227638 2.213749
sharon7058,-33.873651 151.2068896
jmae7084,37.09024 -95.712891
lance9916,40.6095206 141.3249492
derek5862,37.09024 -95.712891
paullie4732,37.7749295 -122.4194155
Loan4You,43.1329504 -115.6911975
vineet7754,46.5199617 6.6335971
nohemy9733,52.3702157 4.8951679
australiantapestry6774,-25.274398 133.775136
brianne5383,45.5234515 -122.6762071
brad6442,37.7749295 -122.4194155
anders5509,60.472024 8.468946
warrenv,51.5073346 -0.1276831
markallen,37.7749295 -122.4194155
chris4388,30.267153 -97.7430608
jill1184,37.7749295 -122.4194155
gerry7187,49.8997541 -97.1374937
abhijit3227,35.79154 -78.7811169
george1858,51.045113 -114.057141
lainey6809,37.09024 -95.712891
bob3653,37.09024 -95.712891
athlex,37.7749295 -122.4194155
margot1894,41.8781136 -87.6297982
clark6639,34.1477849 -118.1445155
westlund9131,39.737567 -104.9847179
aliasgharmoiz,37.7749295 -122.4194155
oslc7565,44.0216306 -92.4698992
terri6511,44.9211836 -93.4687489
kalvin6527,40.7143528 -74.0059731
jerree1201,38.8338816 -104.8213634
steelefamily,37.09024 -95.712891
brent8663,49.261226 -123.1139268
ellen7008,40.6528762 -73.959494
josh9030,40.6528762 -73.959494
maiya,37.7749295 -122.4194155
doug5376,43.653226 -79.3831843
jaime4165,40.7143528 -74.0059731
mannino,40.7143528 -74.0059731
david5568,25.091075 121.5598345
ben1335,41.8781136 -87.6297982
smita5623,26.8465108 80.9466832
ralph9727,35.0844909 -106.6511367
rosa7806,41.2347823 1.8112222
jason2742,37.09024 -95.712891
susan9235,43.653226 -79.3831843
sam1768,37.09024 -95.712891
michael7010,33.7489954 -84.3879824
matt17286598,38.9540739 -119.7657332
stephan3743,51.165691 10.451526
ned7879,40.6528762 -73.959494
madina1870,40.6528762 -73.959494
joni3021,-25.274398 133.775136
jim2049,30.267153 -97.7430608
jeff1826,-31.9528536 115.8573389
kenanddoris2463,37.09024 -95.712891
janine3667,37.09024 -95.712891
jamie1679,42.3584308 -71.0597732
gloria9415,40.4505165 -80.2444658
evgeny3077,43.653226 -79.3831843
lucywenjing8644,-31.9528536 115.8573389
banister,37.7749295 -122.4194155
fisk,47.6062095 -122.3320708
bill7822,37.09024 -95.712891
jenifer6423,27.3364347 -82.5306527
manoochehr6266,32.802955 -96.769923
andreas7298,48.1366069 11.5770851
fredandkathy3969,38.5018527 -121.0946669
roki7476,56.130366 -106.346771
jay1230,30.267153 -97.7430608
beth4822,43.653226 -79.3831843
teammoody4988,30.267153 -97.7430608
chandi9061,37.09024 -95.712891
Doris,52.0901422 5.1096649
joseph2040,40.7143528 -74.0059731
doug7001,47.6062095 -122.3320708
mike8636,37.7749295 -122.4194155
saskia3476,46.818188 8.227512
anna3909,47.6062095 -122.3320708
kylie5947,37.09024 -95.712891
memjsl,34.0522342 -118.2436849
andrew5306,37.7749295 -122.4194155
art7961,43.653226 -79.3831843
joan4669,23.634501 -102.552784
josephiant9404,-33.873651 151.2068896
frank1473,53.5510846 9.9936818
stefan3049,52.519171 13.4060912
jean8435,29.7601927 -95.3693896
roge7837,52.25446 6.160247
fernanda7781,51.5073346 -0.1276831
jacob4943,9.748917 -83.753428
peter4847,37.7749295 -122.4194155
sandra5661,38.7521235 -121.2880059
evelaine9162,56.130366 -106.346771
alison3096,45.4215296 -75.6971931
daveandmarce6372,34.0522342 -118.2436849
alfredoandwayne5563,37.7749295 -122.4194155
peter9291,37.09024 -95.712891
amy2877,37.09024 -95.712891
Verdad,37.09024 -95.712891
ulla8182,60.128161 18.643501
mats8210,60.128161 18.643501
dan7119,37.09024 -95.712891
ogdrd,34.0522342 -118.2436849
sabina3089,40.8006567 -73.7284647
aidan7592,40.7143528 -74.0059731
candace6964,37.7749295 -122.4194155
miriam5859,-31.9528536 115.8573389
karen5890,37.7749295 -122.4194155
waynie,-34.9287264 138.5999453
helge2747,59.9138688 10.7522454
andrew4976,45.677938 28.630095
damianc,34.0522342 -118.2436849
sterling2773,34.0522342 -118.2436849
kelly8604,42.9633599 -85.6680863
jane2464,49.261226 -123.1139268
StanLam,34.0522342 -118.2436849
anne3204,51.165691 10.451526
michelle7578,40.9350986 -74.0190281
karen7570,44.3780902 -79.7016159
terry3590,-25.274398 133.775136
elyse7389,39.737567 -104.9847179
krystal6447,51.045113 -114.057141
usa100,37.09024 -95.712891
yudi3755,37.7749295 -122.4194155
ian3868,37.531899 126.914143
georgia2358,-34.9287264 138.5999453
diana2392,45.5234515 -122.6762071
lucgauthier,46.8032826 -71.242796
hansgul1298,51.5073346 -0.1276831
carsten6793,51.5073346 -0.1276831
stipling,-31.9528536 115.8573389
brian2176,47.6062095 -122.3320708
mareshah1080,47.6062095 -122.3320708
tarjei7647,59.9138688 10.7522454
edgar5719,37.09024 -95.712891
tianxiao6831,34.0522342 -118.2436849
stephp135,40.7143528 -74.0059731
glen3503,39.2903848 -76.6121893
marie1957,38.0405837 -84.5037164
elham8373,55.326936 8.774665
ali5300,37.7749295 -122.4194155
donna6935,43.653226 -79.3831843
gail6180,42.680588 -83.1338214
jon1528,40.7167675 -74.6565489
